"etort1","etort2","divergence"
"etort-71","etort-139",0.219696
"etort-72","etort-139",0.216614
"etort-73","etort-139",0.217653
"etort-74","etort-139",0.222205
"etort-75","etort-139",0.203212
"etort-76","etort-139",0.203416
"etort-77","etort-139",0.216972
"etort-78","etort-139",0.193003
"etort-79","etort-139",0.194683
"etort-80","etort-139",0.195547
"etort-81","etort-139",0.196892
"etort-82","etort-139",0.194947
"etort-83","etort-139",0.198638
"etort-84","etort-139",0.196148
"etort-85","etort-139",0.196695
"etort-86","etort-139",0.19518
"etort-87","etort-139",0.195259
"etort-88","etort-139",0.200641
"etort-89","etort-139",0.19904
"etort-90","etort-139",0.195046
"etort-91","etort-139",0.204894
"etort-92","etort-139",0.200548
"etort-93","etort-139",0.195503
"etort-94","etort-139",0.198632
"etort-95","etort-139",0.193864
"etort-96","etort-139",0.217964
"etort-97","etort-139",0.214009
"etort-98","etort-139",0.218355
"etort-99","etort-139",0.218166
"etort-100","etort-139",0.219191
"etort-102","etort-139",0.208177
"etort-103","etort-139",0.20722
"etort-104","etort-139",0.213321
"etort-105","etort-139",0.210733
"etort-106","etort-139",0.216525
"etort-107","etort-139",0.208289
"etort-108","etort-139",0.206855
"etort-109","etort-139",0.210021
"etort-110","etort-139",0.226149
"etort-111","etort-139",0.222531
"etort-112","etort-139",0.203045
"etort-113","etort-139",0.204497
"etort-115","etort-139",0.218736
"etort-116","etort-139",0.215565
"etort-117","etort-139",0.21453
"etort-119","etort-139",0.218468
"etort-120","etort-139",0.218837
"etort-121","etort-139",0.21971
"etort-122","etort-139",0.221574
"etort-123","etort-139",0.220994
"etort-124","etort-139",0.218925
"etort-125","etort-139",0.221214
"etort-126","etort-139",0.221805
"etort-127","etort-139",0.224028
"etort-128","etort-139",0.220121
"etort-129","etort-139",0.220374
"etort-130","etort-139",0.194708
"etort-131","etort-139",0.194913
"etort-132","etort-139",0.194135
"etort-133","etort-139",0.196789
"etort-134","etort-139",0.194818
"etort-135","etort-139",0.191452
"etort-136","etort-139",0.193891
"etort-137","etort-139",0.199687
"etort-138","etort-139",0.194716
"etort-139","etort-139",0.127451
"etort-1","etort-140",0.204316
"etort-2","etort-140",0.222209
"etort-3","etort-140",0.222575
"etort-4","etort-140",0.223126
"etort-5","etort-140",0.219607
"etort-6","etort-140",0.220265
"etort-7","etort-140",0.20787
"etort-8","etort-140",0.211446
"etort-9","etort-140",0.218535
"etort-10","etort-140",0.218991
"etort-11","etort-140",0.218244
"etort-12","etort-140",0.201385
"etort-13","etort-140",0.220088
"etort-14","etort-140",0.222365
"etort-15","etort-140",0.190672
"etort-16","etort-140",0.226238
"etort-17","etort-140",0.189375
"etort-18","etort-140",0.221474
"etort-19","etort-140",0.222796
"etort-20","etort-140",0.224734
"etort-21","etort-140",0.218369
"etort-22","etort-140",0.218499
"etort-23","etort-140",0.218914
"etort-24","etort-140",0.216016
"etort-25","etort-140",0.220358
"etort-26","etort-140",0.221559
"etort-27","etort-140",0.223258
"etort-28","etort-140",0.220761
"etort-30","etort-140",0.202808
"etort-31","etort-140",0.193019
"etort-32","etort-140",0.21335
"etort-33","etort-140",0.220855
"etort-34","etort-140",0.220894
"etort-35","etort-140",0.211416
"etort-36","etort-140",0.193021
"etort-37","etort-140",0.188611
"etort-38","etort-140",0.190684
"etort-39","etort-140",0.222575
"etort-40","etort-140",0.222131
"etort-41","etort-140",0.222083
"etort-42","etort-140",0.214782
"etort-43","etort-140",0.219809
"etort-44","etort-140",0.218347
"etort-45","etort-140",0.217996
"etort-46","etort-140",0.192461
"etort-47","etort-140",0.188125
"etort-48","etort-140",0.188549
"etort-49","etort-140",0.198045
"etort-50","etort-140",0.197367
"etort-51","etort-140",0.203285
"etort-52","etort-140",0.221438
"etort-53","etort-140",0.190261
"etort-54","etort-140",0.217202
"etort-55","etort-140",0.190861
"etort-56","etort-140",0.192905
"etort-57","etort-140",0.222066
"etort-58","etort-140",0.190941
"etort-59","etort-140",0.19926
"etort-60","etort-140",0.220359
"etort-61","etort-140",0.227054
"etort-62","etort-140",0.193898
"etort-63","etort-140",0.226261
"etort-64","etort-140",0.222971
"etort-65","etort-140",0.22266
"etort-66","etort-140",0.219487
"etort-67","etort-140",0.225594
"etort-68","etort-140",0.217907
"etort-69","etort-140",0.223793
"etort-70","etort-140",0.214132
"etort-71","etort-140",0.22208
"etort-72","etort-140",0.220857
"etort-73","etort-140",0.221993
"etort-74","etort-140",0.223922
"etort-75","etort-140",0.201197
"etort-76","etort-140",0.201547
"etort-77","etort-140",0.220615
"etort-78","etort-140",0.189005
"etort-79","etort-140",0.192081
"etort-80","etort-140",0.191086
"etort-81","etort-140",0.188881
"etort-82","etort-140",0.191473
"etort-83","etort-140",0.192534
"etort-84","etort-140",0.193474
"etort-85","etort-140",0.192631
"etort-86","etort-140",0.189725
"etort-87","etort-140",0.189098
"etort-88","etort-140",0.203281
"etort-89","etort-140",0.195958
"etort-90","etort-140",0.193387
"etort-91","etort-140",0.205231
"etort-92","etort-140",0.200101
"etort-93","etort-140",0.190978
"etort-94","etort-140",0.191127
"etort-95","etort-140",0.189948
"etort-96","etort-140",0.220298
"etort-97","etort-140",0.217554
"etort-98","etort-140",0.224361
"etort-99","etort-140",0.221987
"etort-100","etort-140",0.223641
"etort-102","etort-140",0.210919
"etort-103","etort-140",0.211063
"etort-104","etort-140",0.217782
"etort-105","etort-140",0.21393
"etort-106","etort-140",0.218041
"etort-107","etort-140",0.210403
"etort-108","etort-140",0.209625
"etort-109","etort-140",0.213878
"etort-110","etort-140",0.229242
"etort-111","etort-140",0.226668
"etort-112","etort-140",0.201819
"etort-113","etort-140",0.201585
"etort-115","etort-140",0.222032
"etort-116","etort-140",0.218135
"etort-117","etort-140",0.216999
"etort-119","etort-140",0.222795
"etort-120","etort-140",0.220475
"etort-121","etort-140",0.22344
"etort-122","etort-140",0.224125
"etort-123","etort-140",0.224772
"etort-124","etort-140",0.221277
"etort-125","etort-140",0.225702
"etort-126","etort-140",0.225899
"etort-127","etort-140",0.227213
"etort-128","etort-140",0.223604
"etort-129","etort-140",0.223621
"etort-130","etort-140",0.193803
"etort-131","etort-140",0.18801
"etort-132","etort-140",0.191898
"etort-133","etort-140",0.19411
"etort-134","etort-140",0.188737
"etort-135","etort-140",0.186257
"etort-136","etort-140",0.189303
"etort-137","etort-140",0.193851
"etort-138","etort-140",0.191445
"etort-139","etort-140",0.193856
"etort-140","etort-140",0.121164
"etort-1","etort-141",0.205197
"etort-2","etort-141",0.222162
"etort-3","etort-141",0.222571
"etort-4","etort-141",0.222305
"etort-5","etort-141",0.218701
"etort-6","etort-141",0.218873
"etort-7","etort-141",0.209261
"etort-8","etort-141",0.211689
"etort-9","etort-141",0.220695
"etort-10","etort-141",0.218229
"etort-11","etort-141",0.219471
"etort-12","etort-141",0.199619
"etort-13","etort-141",0.220907
"etort-14","etort-141",0.222618
"etort-15","etort-141",0.192396
"etort-16","etort-141",0.225171
"etort-17","etort-141",0.191787
"etort-18","etort-141",0.221018
"etort-19","etort-141",0.22414
"etort-20","etort-141",0.223947
"etort-21","etort-141",0.21936
"etort-22","etort-141",0.217947
"etort-23","etort-141",0.218747
"etort-24","etort-141",0.216844
"etort-25","etort-141",0.221489
"etort-26","etort-141",0.220426
"etort-27","etort-141",0.221638
"etort-28","etort-141",0.222104
"etort-30","etort-141",0.203186
"etort-31","etort-141",0.195842
"etort-32","etort-141",0.213535
"etort-33","etort-141",0.219425
"etort-34","etort-141",0.220255
"etort-35","etort-141",0.210435
"etort-36","etort-141",0.195028
"etort-37","etort-141",0.190751
"etort-38","etort-141",0.192728
"etort-39","etort-141",0.220956
"etort-40","etort-141",0.220845
"etort-41","etort-141",0.222239
"etort-42","etort-141",0.214699
"etort-43","etort-141",0.217927
"etort-44","etort-141",0.218892
"etort-45","etort-141",0.219121
"etort-46","etort-141",0.193485
"etort-47","etort-141",0.194786
"etort-48","etort-141",0.189689
"etort-49","etort-141",0.199854
"etort-50","etort-141",0.198065
"etort-51","etort-141",0.20554
"etort-52","etort-141",0.221356
"etort-53","etort-141",0.192074
"etort-54","etort-141",0.216207
"etort-55","etort-141",0.192568
"etort-56","etort-141",0.193461
"etort-57","etort-141",0.22174
"etort-58","etort-141",0.19154
"etort-59","etort-141",0.200117
"etort-60","etort-141",0.220815
"etort-61","etort-141",0.227574
"etort-62","etort-141",0.197647
"etort-63","etort-141",0.225472
"etort-64","etort-141",0.222586
"etort-65","etort-141",0.222576
"etort-66","etort-141",0.21953
"etort-67","etort-141",0.224813
"etort-68","etort-141",0.218124
"etort-69","etort-141",0.221938
"etort-70","etort-141",0.211908
"etort-71","etort-141",0.222721
"etort-72","etort-141",0.221015
"etort-73","etort-141",0.221068
"etort-74","etort-141",0.2245
"etort-75","etort-141",0.20429
"etort-76","etort-141",0.203481
"etort-77","etort-141",0.219395
"etort-78","etort-141",0.191848
"etort-79","etort-141",0.193878
"etort-80","etort-141",0.192385
"etort-81","etort-141",0.192379
"etort-82","etort-141",0.193772
"etort-83","etort-141",0.192809
"etort-84","etort-141",0.194714
"etort-85","etort-141",0.194596
"etort-86","etort-141",0.192066
"etort-87","etort-141",0.193447
"etort-88","etort-141",0.203424
"etort-89","etort-141",0.194454
"etort-90","etort-141",0.194687
"etort-91","etort-141",0.204425
"etort-92","etort-141",0.200888
"etort-93","etort-141",0.192968
"etort-94","etort-141",0.197194
"etort-95","etort-141",0.191707
"etort-96","etort-141",0.220395
"etort-97","etort-141",0.216736
"etort-98","etort-141",0.222836
"etort-99","etort-141",0.221432
"etort-100","etort-141",0.223901
"etort-102","etort-141",0.211527
"etort-103","etort-141",0.209541
"etort-104","etort-141",0.215419
"etort-105","etort-141",0.214497
"etort-106","etort-141",0.218026
"etort-107","etort-141",0.210414
"etort-108","etort-141",0.210274
"etort-109","etort-141",0.213689
"etort-110","etort-141",0.228371
"etort-111","etort-141",0.225945
"etort-112","etort-141",0.20296
"etort-113","etort-141",0.204388
"etort-115","etort-141",0.220449
"etort-116","etort-141",0.218393
"etort-117","etort-141",0.215611
"etort-119","etort-141",0.2225
"etort-120","etort-141",0.22035
"etort-121","etort-141",0.223648
"etort-122","etort-141",0.223504
"etort-123","etort-141",0.22505
"etort-124","etort-141",0.222056
"etort-125","etort-141",0.225225
"etort-126","etort-141",0.22519
"etort-127","etort-141",0.226497
"etort-128","etort-141",0.223932
"etort-129","etort-141",0.223677
"etort-130","etort-141",0.195222
"etort-131","etort-141",0.193099
"etort-132","etort-141",0.190946
"etort-133","etort-141",0.196578
"etort-134","etort-141",0.192354
"etort-135","etort-141",0.188033
"etort-136","etort-141",0.191974
"etort-137","etort-141",0.197575
"etort-138","etort-141",0.192622
"etort-139","etort-141",0.192902
"etort-140","etort-141",0.189759
"etort-141","etort-141",0.123051
"etort-1","etort-142",0.203704
"etort-2","etort-142",0.217331
"etort-3","etort-142",0.216566
"etort-4","etort-142",0.218387
"etort-5","etort-142",0.215117
"etort-6","etort-142",0.217324
"etort-7","etort-142",0.204061
"etort-8","etort-142",0.208959
"etort-9","etort-142",0.215393
"etort-10","etort-142",0.213553
"etort-11","etort-142",0.213263
"etort-12","etort-142",0.200976
"etort-13","etort-142",0.215421
"etort-14","etort-142",0.217684
"etort-15","etort-142",0.19455
"etort-16","etort-142",0.219846
"etort-17","etort-142",0.192882
"etort-18","etort-142",0.215312
"etort-19","etort-142",0.218322
"etort-20","etort-142",0.217871
"etort-21","etort-142",0.212733
"etort-22","etort-142",0.212398
"etort-23","etort-142",0.214949
"etort-24","etort-142",0.213157
"etort-25","etort-142",0.216764
"etort-26","etort-142",0.216102
"etort-27","etort-142",0.216231
"etort-28","etort-142",0.215131
"etort-30","etort-142",0.203937
"etort-31","etort-142",0.196781
"etort-32","etort-142",0.210117
"etort-33","etort-142",0.217095
"etort-34","etort-142",0.216633
"etort-35","etort-142",0.208356
"etort-36","etort-142",0.195842
"etort-37","etort-142",0.19209
"etort-38","etort-142",0.195654
"etort-39","etort-142",0.216641
"etort-40","etort-142",0.218089
"etort-41","etort-142",0.218709
"etort-42","etort-142",0.209684
"etort-43","etort-142",0.213876
"etort-44","etort-142",0.215321
"etort-45","etort-142",0.214211
"etort-46","etort-142",0.192834
"etort-47","etort-142",0.19373
"etort-48","etort-142",0.190487
"etort-49","etort-142",0.197952
"etort-50","etort-142",0.196784
"etort-51","etort-142",0.203418
"etort-52","etort-142",0.217213
"etort-53","etort-142",0.194412
"etort-54","etort-142",0.212876
"etort-55","etort-142",0.194262
"etort-56","etort-142",0.194086
"etort-57","etort-142",0.217423
"etort-58","etort-142",0.196059
"etort-59","etort-142",0.198126
"etort-60","etort-142",0.214742
"etort-61","etort-142",0.223236
"etort-62","etort-142",0.196111
"etort-63","etort-142",0.221076
"etort-64","etort-142",0.217369
"etort-65","etort-142",0.217023
"etort-66","etort-142",0.214305
"etort-67","etort-142",0.22075
"etort-68","etort-142",0.210585
"etort-69","etort-142",0.214083
"etort-70","etort-142",0.207498
"etort-71","etort-142",0.217867
"etort-72","etort-142",0.215542
"etort-73","etort-142",0.217349
"etort-74","etort-142",0.218448
"etort-75","etort-142",0.202904
"etort-76","etort-142",0.200998
"etort-77","etort-142",0.215374
"etort-78","etort-142",0.193449
"etort-79","etort-142",0.193743
"etort-80","etort-142",0.194206
"etort-81","etort-142",0.196436
"etort-82","etort-142",0.192185
"etort-83","etort-142",0.194532
"etort-84","etort-142",0.194072
"etort-85","etort-142",0.196066
"etort-86","etort-142",0.192594
"etort-87","etort-142",0.194436
"etort-88","etort-142",0.201736
"etort-89","etort-142",0.19544
"etort-90","etort-142",0.193596
"etort-91","etort-142",0.205087
"etort-92","etort-142",0.201499
"etort-93","etort-142",0.195799
"etort-94","etort-142",0.195855
"etort-95","etort-142",0.191644
"etort-96","etort-142",0.216671
"etort-97","etort-142",0.211582
"etort-98","etort-142",0.217641
"etort-99","etort-142",0.217173
"etort-100","etort-142",0.219826
"etort-102","etort-142",0.207515
"etort-103","etort-142",0.205245
"etort-104","etort-142",0.213215
"etort-105","etort-142",0.207731
"etort-106","etort-142",0.213831
"etort-107","etort-142",0.207273
"etort-108","etort-142",0.206612
"etort-109","etort-142",0.207744
"etort-110","etort-142",0.224481
"etort-111","etort-142",0.221346
"etort-112","etort-142",0.202141
"etort-113","etort-142",0.20137
"etort-115","etort-142",0.218207
"etort-116","etort-142",0.214019
"etort-117","etort-142",0.214014
"etort-119","etort-142",0.21693
"etort-120","etort-142",0.214281
"etort-121","etort-142",0.219615
"etort-122","etort-142",0.21804
"etort-123","etort-142",0.219076
"etort-124","etort-142",0.217935
"etort-125","etort-142",0.220037
"etort-126","etort-142",0.219054
"etort-127","etort-142",0.221526
"etort-128","etort-142",0.21917
"etort-129","etort-142",0.220666
"etort-130","etort-142",0.196499
"etort-131","etort-142",0.193168
"etort-132","etort-142",0.193934
"etort-133","etort-142",0.197613
"etort-134","etort-142",0.195981
"etort-135","etort-142",0.18949
"etort-136","etort-142",0.192744
"etort-137","etort-142",0.196275
"etort-138","etort-142",0.195933
"etort-139","etort-142",0.194332
"etort-140","etort-142",0.192407
"etort-141","etort-142",0.192194
"etort-142","etort-142",0.126874
"etort-1","etort-143",0.20469
"etort-2","etort-143",0.219523
"etort-3","etort-143",0.220155
"etort-4","etort-143",0.220636
"etort-5","etort-143",0.217663
"etort-6","etort-143",0.218819
"etort-7","etort-143",0.208606
"etort-8","etort-143",0.210012
"etort-9","etort-143",0.217045
"etort-10","etort-143",0.216811
"etort-11","etort-143",0.216659
"etort-12","etort-143",0.198394
"etort-13","etort-143",0.217946
"etort-14","etort-143",0.221777
"etort-15","etort-143",0.192508
"etort-16","etort-143",0.222751
"etort-17","etort-143",0.193014
"etort-18","etort-143",0.21842
"etort-19","etort-143",0.220226
"etort-20","etort-143",0.222086
"etort-21","etort-143",0.21577
"etort-22","etort-143",0.217317
"etort-23","etort-143",0.217904
"etort-24","etort-143",0.213249
"etort-25","etort-143",0.220219
"etort-26","etort-143",0.218589
"etort-27","etort-143",0.220639
"etort-28","etort-143",0.220123
"etort-30","etort-143",0.199061
"etort-31","etort-143",0.193232
"etort-32","etort-143",0.211048
"etort-33","etort-143",0.216851
"etort-34","etort-143",0.218585
"etort-35","etort-143",0.208903
"etort-36","etort-143",0.193633
"etort-37","etort-143",0.194077
"etort-38","etort-143",0.193497
"etort-39","etort-143",0.219471
"etort-40","etort-143",0.220196
"etort-41","etort-143",0.220929
"etort-42","etort-143",0.213492
"etort-43","etort-143",0.217861
"etort-44","etort-143",0.216989
"etort-45","etort-143",0.21607
"etort-46","etort-143",0.19191
"etort-47","etort-143",0.191486
"etort-48","etort-143",0.185684
"etort-49","etort-143",0.194927
"etort-50","etort-143",0.194876
"etort-51","etort-143",0.205525
"etort-52","etort-143",0.218864
"etort-53","etort-143",0.191019
"etort-54","etort-143",0.214397
"etort-55","etort-143",0.190853
"etort-56","etort-143",0.192607
"etort-57","etort-143",0.219153
"etort-58","etort-143",0.192862
"etort-59","etort-143",0.198412
"etort-60","etort-143",0.218837
"etort-61","etort-143",0.22593
"etort-62","etort-143",0.194956
"etort-63","etort-143",0.223489
"etort-64","etort-143",0.220606
"etort-65","etort-143",0.219343
"etort-66","etort-143",0.217023
"etort-67","etort-143",0.221938
"etort-68","etort-143",0.214684
"etort-69","etort-143",0.21826
"etort-70","etort-143",0.20879
"etort-71","etort-143",0.219657
"etort-72","etort-143",0.218605
"etort-73","etort-143",0.219293
"etort-74","etort-143",0.223168
"etort-75","etort-143",0.201554
"etort-76","etort-143",0.202323
"etort-77","etort-143",0.217317
"etort-78","etort-143",0.191482
"etort-79","etort-143",0.193832
"etort-80","etort-143",0.192077
"etort-81","etort-143",0.192828
"etort-82","etort-143",0.190128
"etort-83","etort-143",0.191843
"etort-84","etort-143",0.193692
"etort-85","etort-143",0.192585
"etort-86","etort-143",0.19099
"etort-87","etort-143",0.192443
"etort-88","etort-143",0.201315
"etort-89","etort-143",0.195204
"etort-90","etort-143",0.195383
"etort-91","etort-143",0.204987
"etort-92","etort-143",0.199933
"etort-93","etort-143",0.192263
"etort-94","etort-143",0.195249
"etort-95","etort-143",0.189163
"etort-96","etort-143",0.218146
"etort-97","etort-143",0.213804
"etort-98","etort-143",0.220627
"etort-99","etort-143",0.219347
"etort-100","etort-143",0.220696
"etort-102","etort-143",0.210659
"etort-103","etort-143",0.207308
"etort-104","etort-143",0.214654
"etort-105","etort-143",0.213449
"etort-106","etort-143",0.216185
"etort-107","etort-143",0.208143
"etort-108","etort-143",0.208425
"etort-109","etort-143",0.20861
"etort-110","etort-143",0.226379
"etort-111","etort-143",0.223386
"etort-112","etort-143",0.20025
"etort-113","etort-143",0.198924
"etort-115","etort-143",0.219132
"etort-116","etort-143",0.215578
"etort-117","etort-143",0.215337
"etort-119","etort-143",0.219319
"etort-120","etort-143",0.217483
"etort-121","etort-143",0.22086
"etort-122","etort-143",0.221963
"etort-123","etort-143",0.223042
"etort-124","etort-143",0.220633
"etort-125","etort-143",0.221484
"etort-126","etort-143",0.221651
"etort-127","etort-143",0.224685
"etort-128","etort-143",0.222197
"etort-129","etort-143",0.221436
"etort-130","etort-143",0.191934
"etort-131","etort-143",0.191793
"etort-132","etort-143",0.190014
"etort-133","etort-143",0.193838
"etort-134","etort-143",0.189436
"etort-135","etort-143",0.18825
"etort-136","etort-143",0.188277
"etort-137","etort-143",0.195201
"etort-138","etort-143",0.191658
"etort-139","etort-143",0.192659
"etort-140","etort-143",0.188582
"etort-141","etort-143",0.190731
"etort-142","etort-143",0.192194
"etort-143","etort-143",0.124413
"etort-1","etort-144",0.205901
"etort-2","etort-144",0.218
"etort-3","etort-144",0.216489
"etort-4","etort-144",0.216987
"etort-5","etort-144",0.214541
"etort-6","etort-144",0.215712
"etort-7","etort-144",0.20484
"etort-8","etort-144",0.206554
"etort-9","etort-144",0.214418
"etort-10","etort-144",0.214854
"etort-11","etort-144",0.214555
"etort-12","etort-144",0.20224
"etort-13","etort-144",0.215187
"etort-14","etort-144",0.218517
"etort-15","etort-144",0.194497
"etort-16","etort-144",0.221863
"etort-17","etort-144",0.194431
"etort-18","etort-144",0.215515
"etort-19","etort-144",0.217353
"etort-20","etort-144",0.218203
"etort-21","etort-144",0.214297
"etort-22","etort-144",0.21391
"etort-23","etort-144",0.215198
"etort-24","etort-144",0.212849
"etort-25","etort-144",0.217603
"etort-26","etort-144",0.21354
"etort-27","etort-144",0.217712
"etort-28","etort-144",0.219252
"etort-30","etort-144",0.201137
"etort-31","etort-144",0.196267
"etort-32","etort-144",0.209918
"etort-33","etort-144",0.214445
"etort-34","etort-144",0.21571
"etort-35","etort-144",0.206283
"etort-36","etort-144",0.196139
"etort-37","etort-144",0.193121
"etort-38","etort-144",0.194435
"etort-39","etort-144",0.216837
"etort-40","etort-144",0.216011
"etort-41","etort-144",0.217618
"etort-42","etort-144",0.20971
"etort-43","etort-144",0.214326
"etort-44","etort-144",0.214535
"etort-45","etort-144",0.213199
"etort-46","etort-144",0.192031
"etort-47","etort-144",0.194582
"etort-48","etort-144",0.191021
"etort-49","etort-144",0.196875
"etort-50","etort-144",0.19683
"etort-51","etort-144",0.208024
"etort-52","etort-144",0.217226
"etort-53","etort-144",0.194423
"etort-54","etort-144",0.210869
"etort-55","etort-144",0.1924
"etort-56","etort-144",0.194885
"etort-57","etort-144",0.2167
"etort-58","etort-144",0.194085
"etort-59","etort-144",0.199485
"etort-60","etort-144",0.215138
"etort-61","etort-144",0.222311
"etort-62","etort-144",0.198466
"etort-63","etort-144",0.219291
"etort-64","etort-144",0.219304
"etort-65","etort-144",0.215824
"etort-66","etort-144",0.215488
"etort-67","etort-144",0.219768
"etort-68","etort-144",0.212122
"etort-69","etort-144",0.217047
"etort-70","etort-144",0.206822
"etort-71","etort-144",0.216433
"etort-72","etort-144",0.214552
"etort-73","etort-144",0.218115
"etort-74","etort-144",0.220596
"etort-75","etort-144",0.20199
"etort-76","etort-144",0.201326
"etort-77","etort-144",0.215056
"etort-78","etort-144",0.19301
"etort-79","etort-144",0.194216
"etort-80","etort-144",0.194053
"etort-81","etort-144",0.19538
"etort-82","etort-144",0.195252
"etort-83","etort-144",0.194323
"etort-84","etort-144",0.192003
"etort-85","etort-144",0.194956
"etort-86","etort-144",0.193934
"etort-87","etort-144",0.194404
"etort-88","etort-144",0.199865
"etort-89","etort-144",0.196687
"etort-90","etort-144",0.194854
"etort-91","etort-144",0.20508
"etort-92","etort-144",0.198246
"etort-93","etort-144",0.194178
"etort-94","etort-144",0.197612
"etort-95","etort-144",0.193763
"etort-96","etort-144",0.213813
"etort-97","etort-144",0.211211
"etort-98","etort-144",0.218611
"etort-99","etort-144",0.217971
"etort-100","etort-144",0.217448
"etort-102","etort-144",0.207486
"etort-103","etort-144",0.204509
"etort-104","etort-144",0.212025
"etort-105","etort-144",0.208546
"etort-106","etort-144",0.213298
"etort-107","etort-144",0.206092
"etort-108","etort-144",0.204524
"etort-109","etort-144",0.206764
"etort-110","etort-144",0.223456
"etort-111","etort-144",0.221055
"etort-112","etort-144",0.2021
"etort-113","etort-144",0.200505
"etort-115","etort-144",0.216255
"etort-116","etort-144",0.213201
"etort-117","etort-144",0.213768
"etort-119","etort-144",0.218342
"etort-120","etort-144",0.21562
"etort-121","etort-144",0.219935
"etort-122","etort-144",0.217729
"etort-123","etort-144",0.218894
"etort-124","etort-144",0.217495
"etort-125","etort-144",0.219808
"etort-126","etort-144",0.21937
"etort-127","etort-144",0.223515
"etort-128","etort-144",0.219637
"etort-129","etort-144",0.220036
"etort-130","etort-144",0.193035
"etort-131","etort-144",0.193428
"etort-132","etort-144",0.189613
"etort-133","etort-144",0.19599
"etort-134","etort-144",0.194168
"etort-135","etort-144",0.189821
"etort-136","etort-144",0.191842
"etort-137","etort-144",0.197249
"etort-138","etort-144",0.194537
"etort-139","etort-144",0.192793
"etort-140","etort-144",0.189357
"etort-141","etort-144",0.193454
"etort-142","etort-144",0.191869
"etort-143","etort-144",0.191078
"etort-144","etort-144",0.127502
"etort-1","etort-145",0.201821
"etort-2","etort-145",0.217043
"etort-3","etort-145",0.217472
"etort-4","etort-145",0.217717
"etort-5","etort-145",0.214916
"etort-6","etort-145",0.215829
"etort-7","etort-145",0.205645
"etort-8","etort-145",0.205084
"etort-9","etort-145",0.214396
"etort-10","etort-145",0.214558
"etort-11","etort-145",0.213157
"etort-12","etort-145",0.197297
"etort-13","etort-145",0.215597
"etort-14","etort-145",0.219144
"etort-15","etort-145",0.187867
"etort-16","etort-145",0.219326
"etort-17","etort-145",0.190569
"etort-18","etort-145",0.216546
"etort-19","etort-145",0.217135
"etort-20","etort-145",0.217194
"etort-21","etort-145",0.213513
"etort-22","etort-145",0.213835
"etort-23","etort-145",0.214061
"etort-24","etort-145",0.212402
"etort-25","etort-145",0.215618
"etort-26","etort-145",0.213342
"etort-27","etort-145",0.217206
"etort-28","etort-145",0.216865
"etort-30","etort-145",0.19969
"etort-31","etort-145",0.192484
"etort-32","etort-145",0.209688
"etort-33","etort-145",0.214433
"etort-34","etort-145",0.2163
"etort-35","etort-145",0.207407
"etort-36","etort-145",0.191745
"etort-37","etort-145",0.188486
"etort-38","etort-145",0.191363
"etort-39","etort-145",0.216762
"etort-40","etort-145",0.218661
"etort-41","etort-145",0.218502
"etort-42","etort-145",0.209318
"etort-43","etort-145",0.214588
"etort-44","etort-145",0.213759
"etort-45","etort-145",0.214041
"etort-46","etort-145",0.18859
"etort-47","etort-145",0.189313
"etort-48","etort-145",0.185353
"etort-49","etort-145",0.194002
"etort-50","etort-145",0.190558
"etort-51","etort-145",0.202431
"etort-52","etort-145",0.21505
"etort-53","etort-145",0.190015
"etort-54","etort-145",0.211633
"etort-55","etort-145",0.191024
"etort-56","etort-145",0.189932
"etort-57","etort-145",0.215894
"etort-58","etort-145",0.189272
"etort-59","etort-145",0.196625
"etort-60","etort-145",0.214005
"etort-61","etort-145",0.222129
"etort-62","etort-145",0.193319
"etort-63","etort-145",0.219821
"etort-64","etort-145",0.217715
"etort-65","etort-145",0.21603
"etort-66","etort-145",0.212794
"etort-67","etort-145",0.218658
"etort-68","etort-145",0.211091
"etort-69","etort-145",0.214465
"etort-70","etort-145",0.207689
"etort-71","etort-145",0.216088
"etort-72","etort-145",0.213586
"etort-73","etort-145",0.215748
"etort-74","etort-145",0.21912
"etort-75","etort-145",0.196579
"etort-76","etort-145",0.198679
"etort-77","etort-145",0.213597
"etort-78","etort-145",0.18755
"etort-79","etort-145",0.19018
"etort-80","etort-145",0.188356
"etort-81","etort-145",0.186931
"etort-82","etort-145",0.188557
"etort-83","etort-145",0.189124
"etort-84","etort-145",0.188202
"etort-85","etort-145",0.192185
"etort-86","etort-145",0.190109
"etort-87","etort-145",0.187415
"etort-88","etort-145",0.199932
"etort-89","etort-145",0.192202
"etort-90","etort-145",0.192881
"etort-91","etort-145",0.201188
"etort-92","etort-145",0.195223
"etort-93","etort-145",0.188572
"etort-94","etort-145",0.190439
"etort-95","etort-145",0.187919
"etort-96","etort-145",0.215771
"etort-97","etort-145",0.209457
"etort-98","etort-145",0.216713
"etort-99","etort-145",0.215182
"etort-100","etort-145",0.216969
"etort-102","etort-145",0.20464
"etort-103","etort-145",0.203796
"etort-104","etort-145",0.210366
"etort-105","etort-145",0.208008
"etort-106","etort-145",0.211132
"etort-107","etort-145",0.203242
"etort-108","etort-145",0.205328
"etort-109","etort-145",0.205996
"etort-110","etort-145",0.22279
"etort-111","etort-145",0.219663
"etort-112","etort-145",0.198001
"etort-113","etort-145",0.19881
"etort-115","etort-145",0.216445
"etort-116","etort-145",0.212665
"etort-117","etort-145",0.21205
"etort-119","etort-145",0.216952
"etort-120","etort-145",0.215179
"etort-121","etort-145",0.216854
"etort-122","etort-145",0.217703
