"etort1","etort2","divergence"
"etort-123","etort-145",0.219584
"etort-124","etort-145",0.216651
"etort-125","etort-145",0.219496
"etort-126","etort-145",0.220084
"etort-127","etort-145",0.2221
"etort-128","etort-145",0.217691
"etort-129","etort-145",0.218883
"etort-130","etort-145",0.192236
"etort-131","etort-145",0.185154
"etort-132","etort-145",0.188554
"etort-133","etort-145",0.192953
"etort-134","etort-145",0.189329
"etort-135","etort-145",0.184547
"etort-136","etort-145",0.188111
"etort-137","etort-145",0.193437
"etort-138","etort-145",0.186951
"etort-139","etort-145",0.190804
"etort-140","etort-145",0.184739
"etort-141","etort-145",0.188444
"etort-142","etort-145",0.189322
"etort-143","etort-145",0.186074
"etort-144","etort-145",0.190574
"etort-145","etort-145",0.126545
"etort-1","etort-146",0.202772
"etort-2","etort-146",0.21663
"etort-3","etort-146",0.217184
"etort-4","etort-146",0.220182
"etort-5","etort-146",0.216542
"etort-6","etort-146",0.216595
"etort-7","etort-146",0.208163
"etort-8","etort-146",0.207836
"etort-9","etort-146",0.215338
"etort-10","etort-146",0.214069
"etort-11","etort-146",0.215669
"etort-12","etort-146",0.200104
"etort-13","etort-146",0.216557
"etort-14","etort-146",0.220399
"etort-15","etort-146",0.190823
"etort-16","etort-146",0.219792
"etort-17","etort-146",0.190718
"etort-18","etort-146",0.2168
"etort-19","etort-146",0.220047
"etort-20","etort-146",0.221264
"etort-21","etort-146",0.213542
"etort-22","etort-146",0.214575
"etort-23","etort-146",0.215113
"etort-24","etort-146",0.212709
"etort-25","etort-146",0.218414
"etort-26","etort-146",0.216369
"etort-27","etort-146",0.217863
"etort-28","etort-146",0.218002
"etort-30","etort-146",0.201625
"etort-31","etort-146",0.193813
"etort-32","etort-146",0.211325
"etort-33","etort-146",0.217241
"etort-34","etort-146",0.218127
"etort-35","etort-146",0.209706
"etort-36","etort-146",0.193163
"etort-37","etort-146",0.18872
"etort-38","etort-146",0.194082
"etort-39","etort-146",0.219597
"etort-40","etort-146",0.219428
"etort-41","etort-146",0.218813
"etort-42","etort-146",0.211556
"etort-43","etort-146",0.216612
"etort-44","etort-146",0.214259
"etort-45","etort-146",0.214031
"etort-46","etort-146",0.190858
"etort-47","etort-146",0.191121
"etort-48","etort-146",0.187855
"etort-49","etort-146",0.19313
"etort-50","etort-146",0.19235
"etort-51","etort-146",0.203029
"etort-52","etort-146",0.21792
"etort-53","etort-146",0.191625
"etort-54","etort-146",0.213432
"etort-55","etort-146",0.193001
"etort-56","etort-146",0.191828
"etort-57","etort-146",0.217422
"etort-58","etort-146",0.191702
"etort-59","etort-146",0.198683
"etort-60","etort-146",0.215318
"etort-61","etort-146",0.224148
"etort-62","etort-146",0.195727
"etort-63","etort-146",0.221074
"etort-64","etort-146",0.218283
"etort-65","etort-146",0.219212
"etort-66","etort-146",0.21527
"etort-67","etort-146",0.220325
"etort-68","etort-146",0.212932
"etort-69","etort-146",0.216364
"etort-70","etort-146",0.205539
"etort-71","etort-146",0.218466
"etort-72","etort-146",0.217477
"etort-73","etort-146",0.217888
"etort-74","etort-146",0.219862
"etort-75","etort-146",0.202318
"etort-76","etort-146",0.19961
"etort-77","etort-146",0.21539
"etort-78","etort-146",0.19002
"etort-79","etort-146",0.190491
"etort-80","etort-146",0.191813
"etort-81","etort-146",0.191208
"etort-82","etort-146",0.192504
"etort-83","etort-146",0.192814
"etort-84","etort-146",0.192227
"etort-85","etort-146",0.193108
"etort-86","etort-146",0.192018
"etort-87","etort-146",0.189163
"etort-88","etort-146",0.199047
"etort-89","etort-146",0.193512
"etort-90","etort-146",0.194624
"etort-91","etort-146",0.201235
"etort-92","etort-146",0.199261
"etort-93","etort-146",0.190569
"etort-94","etort-146",0.193686
"etort-95","etort-146",0.188162
"etort-96","etort-146",0.216784
"etort-97","etort-146",0.212729
"etort-98","etort-146",0.218863
"etort-99","etort-146",0.218021
"etort-100","etort-146",0.219817
"etort-102","etort-146",0.208109
"etort-103","etort-146",0.205412
"etort-104","etort-146",0.212815
"etort-105","etort-146",0.210173
"etort-106","etort-146",0.213622
"etort-107","etort-146",0.207164
"etort-108","etort-146",0.206888
"etort-109","etort-146",0.209023
"etort-110","etort-146",0.223413
"etort-111","etort-146",0.222653
"etort-112","etort-146",0.198605
"etort-113","etort-146",0.201856
"etort-115","etort-146",0.217026
"etort-116","etort-146",0.213597
"etort-117","etort-146",0.212854
"etort-119","etort-146",0.218246
"etort-120","etort-146",0.215546
"etort-121","etort-146",0.220831
"etort-122","etort-146",0.220068
"etort-123","etort-146",0.220379
"etort-124","etort-146",0.217334
"etort-125","etort-146",0.22104
"etort-126","etort-146",0.221448
"etort-127","etort-146",0.22398
"etort-128","etort-146",0.219831
"etort-129","etort-146",0.220558
"etort-130","etort-146",0.194036
"etort-131","etort-146",0.189927
"etort-132","etort-146",0.188885
"etort-133","etort-146",0.193686
"etort-134","etort-146",0.187344
"etort-135","etort-146",0.188636
"etort-136","etort-146",0.189601
"etort-137","etort-146",0.19435
"etort-138","etort-146",0.191656
"etort-139","etort-146",0.192576
"etort-140","etort-146",0.187899
"etort-141","etort-146",0.189703
"etort-142","etort-146",0.190163
"etort-143","etort-146",0.190567
"etort-144","etort-146",0.191647
"etort-145","etort-146",0.184785
"etort-146","etort-146",0.123841
"etort-1","etort-147",0.204862
"etort-2","etort-147",0.219191
"etort-3","etort-147",0.218507
"etort-4","etort-147",0.221098
"etort-5","etort-147",0.218323
"etort-6","etort-147",0.21816
"etort-7","etort-147",0.208346
"etort-8","etort-147",0.210251
"etort-9","etort-147",0.216657
"etort-10","etort-147",0.217896
"etort-11","etort-147",0.216966
"etort-12","etort-147",0.202294
"etort-13","etort-147",0.219252
"etort-14","etort-147",0.220649
"etort-15","etort-147",0.193857
"etort-16","etort-147",0.222792
"etort-17","etort-147",0.193136
"etort-18","etort-147",0.218742
"etort-19","etort-147",0.22105
"etort-20","etort-147",0.220956
"etort-21","etort-147",0.217271
"etort-22","etort-147",0.216124
"etort-23","etort-147",0.217997
"etort-24","etort-147",0.214428
"etort-25","etort-147",0.220344
"etort-26","etort-147",0.218619
"etort-27","etort-147",0.219601
"etort-28","etort-147",0.220464
"etort-30","etort-147",0.20227
"etort-31","etort-147",0.196686
"etort-32","etort-147",0.211278
"etort-33","etort-147",0.217151
"etort-34","etort-147",0.218317
"etort-35","etort-147",0.209746
"etort-36","etort-147",0.195726
"etort-37","etort-147",0.193521
"etort-38","etort-147",0.196269
"etort-39","etort-147",0.219234
"etort-40","etort-147",0.22052
"etort-41","etort-147",0.220673
"etort-42","etort-147",0.212976
"etort-43","etort-147",0.214641
"etort-44","etort-147",0.216293
"etort-45","etort-147",0.216225
"etort-46","etort-147",0.188704
"etort-47","etort-147",0.191246
"etort-48","etort-147",0.187888
"etort-49","etort-147",0.197708
"etort-50","etort-147",0.196319
"etort-51","etort-147",0.207431
"etort-52","etort-147",0.218763
"etort-53","etort-147",0.193165
"etort-54","etort-147",0.213798
"etort-55","etort-147",0.189851
"etort-56","etort-147",0.194633
"etort-57","etort-147",0.219939
"etort-58","etort-147",0.194523
"etort-59","etort-147",0.20003
"etort-60","etort-147",0.217538
"etort-61","etort-147",0.226363
"etort-62","etort-147",0.197387
"etort-63","etort-147",0.223336
"etort-64","etort-147",0.22001
"etort-65","etort-147",0.220013
"etort-66","etort-147",0.217062
"etort-67","etort-147",0.221233
"etort-68","etort-147",0.21581
"etort-69","etort-147",0.219133
"etort-70","etort-147",0.209209
"etort-71","etort-147",0.220577
"etort-72","etort-147",0.21821
"etort-73","etort-147",0.218145
"etort-74","etort-147",0.221432
"etort-75","etort-147",0.201367
"etort-76","etort-147",0.203136
"etort-77","etort-147",0.217472
"etort-78","etort-147",0.192648
"etort-79","etort-147",0.196147
"etort-80","etort-147",0.191288
"etort-81","etort-147",0.192967
"etort-82","etort-147",0.191446
"etort-83","etort-147",0.192778
"etort-84","etort-147",0.193062
"etort-85","etort-147",0.194102
"etort-86","etort-147",0.193544
"etort-87","etort-147",0.193604
"etort-88","etort-147",0.199158
"etort-89","etort-147",0.192601
"etort-90","etort-147",0.192425
"etort-91","etort-147",0.203878
"etort-92","etort-147",0.199951
"etort-93","etort-147",0.19634
"etort-94","etort-147",0.195648
"etort-95","etort-147",0.190573
"etort-96","etort-147",0.216364
"etort-97","etort-147",0.215079
"etort-98","etort-147",0.220512
"etort-99","etort-147",0.219281
"etort-100","etort-147",0.221192
"etort-102","etort-147",0.209107
"etort-103","etort-147",0.209287
"etort-104","etort-147",0.212816
"etort-105","etort-147",0.211413
"etort-106","etort-147",0.215149
"etort-107","etort-147",0.207292
"etort-108","etort-147",0.206484
"etort-109","etort-147",0.208596
"etort-110","etort-147",0.22503
"etort-111","etort-147",0.22245
"etort-112","etort-147",0.201865
"etort-113","etort-147",0.201088
"etort-115","etort-147",0.219005
"etort-116","etort-147",0.216403
"etort-117","etort-147",0.214055
"etort-119","etort-147",0.220641
"etort-120","etort-147",0.218492
"etort-121","etort-147",0.221268
"etort-122","etort-147",0.221546
"etort-123","etort-147",0.221695
"etort-124","etort-147",0.2198
"etort-125","etort-147",0.221606
"etort-126","etort-147",0.220511
"etort-127","etort-147",0.223895
"etort-128","etort-147",0.220815
"etort-129","etort-147",0.220534
"etort-130","etort-147",0.19462
"etort-131","etort-147",0.191219
"etort-132","etort-147",0.192964
"etort-133","etort-147",0.197347
"etort-134","etort-147",0.19294
"etort-135","etort-147",0.191155
"etort-136","etort-147",0.188971
"etort-137","etort-147",0.191453
"etort-138","etort-147",0.18643
"etort-139","etort-147",0.196563
"etort-140","etort-147",0.190235
"etort-141","etort-147",0.193282
"etort-142","etort-147",0.194203
"etort-143","etort-147",0.190956
"etort-144","etort-147",0.194299
"etort-145","etort-147",0.187035
"etort-146","etort-147",0.191967
"etort-147","etort-147",0.125179
"etort-1","etort-148",0.206228
"etort-2","etort-148",0.2138
"etort-3","etort-148",0.215131
"etort-4","etort-148",0.215624
"etort-5","etort-148",0.213523
"etort-6","etort-148",0.21409
"etort-7","etort-148",0.209213
"etort-8","etort-148",0.207032
"etort-9","etort-148",0.213189
"etort-10","etort-148",0.211007
"etort-11","etort-148",0.212024
"etort-12","etort-148",0.20416
"etort-13","etort-148",0.213228
"etort-14","etort-148",0.216559
"etort-15","etort-148",0.200327
"etort-16","etort-148",0.218862
"etort-17","etort-148",0.201694
"etort-18","etort-148",0.210818
"etort-19","etort-148",0.214349
"etort-20","etort-148",0.217263
"etort-21","etort-148",0.210492
"etort-22","etort-148",0.209466
"etort-23","etort-148",0.212226
"etort-24","etort-148",0.210123
"etort-25","etort-148",0.214931
"etort-26","etort-148",0.21533
"etort-27","etort-148",0.215993
"etort-28","etort-148",0.213917
"etort-30","etort-148",0.203878
"etort-31","etort-148",0.204433
"etort-32","etort-148",0.210828
"etort-33","etort-148",0.212736
"etort-34","etort-148",0.214736
"etort-35","etort-148",0.209175
"etort-36","etort-148",0.201795
"etort-37","etort-148",0.201444
"etort-38","etort-148",0.203235
"etort-39","etort-148",0.215575
"etort-40","etort-148",0.216649
"etort-41","etort-148",0.217758
"etort-42","etort-148",0.21026
"etort-43","etort-148",0.21336
"etort-44","etort-148",0.213402
"etort-45","etort-148",0.212682
"etort-46","etort-148",0.198074
"etort-47","etort-148",0.196376
"etort-48","etort-148",0.194659
"etort-49","etort-148",0.202149
"etort-50","etort-148",0.195756
"etort-51","etort-148",0.208445
"etort-52","etort-148",0.214603
"etort-53","etort-148",0.202605
"etort-54","etort-148",0.210765
"etort-55","etort-148",0.196943
"etort-56","etort-148",0.197421
"etort-57","etort-148",0.214576
"etort-58","etort-148",0.201858
"etort-59","etort-148",0.202815
"etort-60","etort-148",0.210276
"etort-61","etort-148",0.220164
"etort-62","etort-148",0.204384
"etort-63","etort-148",0.216867
"etort-64","etort-148",0.215621
"etort-65","etort-148",0.214551
"etort-66","etort-148",0.211856
"etort-67","etort-148",0.216216
"etort-68","etort-148",0.210153
"etort-69","etort-148",0.212485
"etort-70","etort-148",0.205713
"etort-71","etort-148",0.214004
"etort-72","etort-148",0.213791
"etort-73","etort-148",0.216339
"etort-74","etort-148",0.216566
"etort-75","etort-148",0.204583
"etort-76","etort-148",0.204192
"etort-77","etort-148",0.215019
"etort-78","etort-148",0.198839
"etort-79","etort-148",0.200675
"etort-80","etort-148",0.200574
"etort-81","etort-148",0.197313
"etort-82","etort-148",0.198116
"etort-83","etort-148",0.198875
"etort-84","etort-148",0.199465
"etort-85","etort-148",0.200534
"etort-86","etort-148",0.201842
"etort-87","etort-148",0.200413
"etort-88","etort-148",0.203736
"etort-89","etort-148",0.20142
"etort-90","etort-148",0.204373
"etort-91","etort-148",0.207086
"etort-92","etort-148",0.206224
"etort-93","etort-148",0.199963
"etort-94","etort-148",0.200661
"etort-95","etort-148",0.198374
"etort-96","etort-148",0.213012
"etort-97","etort-148",0.209459
"etort-98","etort-148",0.216106
"etort-99","etort-148",0.217748
"etort-100","etort-148",0.21661
"etort-102","etort-148",0.204889
"etort-103","etort-148",0.206078
"etort-104","etort-148",0.208004
"etort-105","etort-148",0.207026
"etort-106","etort-148",0.210878
"etort-107","etort-148",0.204626
"etort-108","etort-148",0.202572
"etort-109","etort-148",0.20644
"etort-110","etort-148",0.220769
"etort-111","etort-148",0.218459
"etort-112","etort-148",0.206527
"etort-113","etort-148",0.205364
"etort-115","etort-148",0.213977
"etort-116","etort-148",0.21164
"etort-117","etort-148",0.21055
"etort-119","etort-148",0.215284
"etort-120","etort-148",0.214818
"etort-121","etort-148",0.215584
"etort-122","etort-148",0.213862
"etort-123","etort-148",0.216454
"etort-124","etort-148",0.213531
"etort-125","etort-148",0.216823
"etort-126","etort-148",0.217713
"etort-127","etort-148",0.21981
"etort-128","etort-148",0.216179
"etort-129","etort-148",0.215641
"etort-130","etort-148",0.199042
"etort-131","etort-148",0.197283
"etort-132","etort-148",0.199073
"etort-133","etort-148",0.202788
"etort-134","etort-148",0.198302
"etort-135","etort-148",0.195364
"etort-136","etort-148",0.199601
"etort-137","etort-148",0.200793
"etort-138","etort-148",0.199871
"etort-139","etort-148",0.199829
"etort-140","etort-148",0.196338
"etort-141","etort-148",0.199694
"etort-142","etort-148",0.199871
"etort-143","etort-148",0.196801
"etort-144","etort-148",0.197317
"etort-145","etort-148",0.193295
"etort-146","etort-148",0.195766
"etort-147","etort-148",0.196287
"etort-148","etort-148",0.135184
"etort-1","etort-149",0.203682
"etort-2","etort-149",0.216701
"etort-3","etort-149",0.217273
"etort-4","etort-149",0.217634
"etort-5","etort-149",0.216085
"etort-6","etort-149",0.216029
"etort-7","etort-149",0.203844
"etort-8","etort-149",0.207096
"etort-9","etort-149",0.213291
"etort-10","etort-149",0.213171
"etort-11","etort-149",0.213921
"etort-12","etort-149",0.197746
"etort-13","etort-149",0.216342
"etort-14","etort-149",0.218217
"etort-15","etort-149",0.19418
"etort-16","etort-149",0.219488
"etort-17","etort-149",0.193875
"etort-18","etort-149",0.215351
"etort-19","etort-149",0.218547
"etort-20","etort-149",0.217016
"etort-21","etort-149",0.214579
"etort-22","etort-149",0.212149
"etort-23","etort-149",0.214084
"etort-24","etort-149",0.212017
"etort-25","etort-149",0.216482
"etort-26","etort-149",0.215967
"etort-27","etort-149",0.216371
"etort-28","etort-149",0.216532
"etort-30","etort-149",0.202951
"etort-31","etort-149",0.197009
"etort-32","etort-149",0.209033
"etort-33","etort-149",0.214538
"etort-34","etort-149",0.216976
"etort-35","etort-149",0.208278
"etort-36","etort-149",0.193643
"etort-37","etort-149",0.193083
"etort-38","etort-149",0.19611
"etort-39","etort-149",0.215963
"etort-40","etort-149",0.217651
"etort-41","etort-149",0.217908
"etort-42","etort-149",0.210738
"etort-43","etort-149",0.215012
"etort-44","etort-149",0.21538
"etort-45","etort-149",0.213309
"etort-46","etort-149",0.190938
"etort-47","etort-149",0.188393
"etort-48","etort-149",0.186734
"etort-49","etort-149",0.194431
"etort-50","etort-149",0.19404
"etort-51","etort-149",0.202224
"etort-52","etort-149",0.216487
"etort-53","etort-149",0.192921
"etort-54","etort-149",0.210952
"etort-55","etort-149",0.188679
"etort-56","etort-149",0.193601
"etort-57","etort-149",0.21647
"etort-58","etort-149",0.193066
"etort-59","etort-149",0.197083
"etort-60","etort-149",0.213974
"etort-61","etort-149",0.223211
"etort-62","etort-149",0.196201
"etort-63","etort-149",0.219163
"etort-64","etort-149",0.216945
"etort-65","etort-149",0.216584
"etort-66","etort-149",0.213774
"etort-67","etort-149",0.218834
"etort-68","etort-149",0.212345
"etort-69","etort-149",0.215596
"etort-70","etort-149",0.205338
"etort-71","etort-149",0.216514
"etort-72","etort-149",0.215874
"etort-73","etort-149",0.216156
"etort-74","etort-149",0.218707
"etort-75","etort-149",0.20202
"etort-76","etort-149",0.201
