"etort1","etort2","pi"
"etort-42","etort-119",0.177797
"etort-43","etort-119",0.176074
"etort-44","etort-119",0.176756
"etort-45","etort-119",0.176455
"etort-52","etort-119",0.175937
"etort-54","etort-119",0.175486
"etort-57","etort-119",0.177623
"etort-60 (sheared2)","etort-119",0.167456
"etort-61","etort-119",0.177987
"etort-63","etort-119",0.171758
"etort-64","etort-119",0.169795
"etort-65","etort-119",0.172657
"etort-66","etort-119",0.165397
"etort-67","etort-119",0.169597
"etort-68","etort-119",0.168021
"etort-69","etort-119",0.167345
"etort-70","etort-119",0.171666
"etort-71","etort-119",0.178023
"etort-72","etort-119",0.177918
"etort-73","etort-119",0.174124
"etort-74","etort-119",0.167854
"etort-77","etort-119",0.176292
"etort-96","etort-119",0.174465
"etort-97","etort-119",0.171787
"etort-98","etort-119",0.174101
"etort-99","etort-119",0.174969
"etort-100","etort-119",0.174716
"etort-102","etort-119",0.173532
"etort-103","etort-119",0.17521
"etort-104","etort-119",0.175192
"etort-105","etort-119",0.174309
"etort-106","etort-119",0.175724
"etort-107","etort-119",0.175949
"etort-108","etort-119",0.175772
"etort-109","etort-119",0.176191
"etort-110","etort-119",0.179004
"etort-111","etort-119",0.177608
"etort-115","etort-119",0.174981
"etort-116","etort-119",0.175599
"etort-117","etort-119",0.175685
"etort-119","etort-119",0.106775
"etort-2","etort-120",0.175438
"etort-3","etort-120",0.172262
"etort-4","etort-120",0.173971
"etort-5","etort-120",0.175504
"etort-6","etort-120",0.179577
"etort-9","etort-120",0.175534
"etort-10","etort-120",0.162851
"etort-11","etort-120",0.162692
"etort-13","etort-120",0.173285
"etort-14","etort-120",0.175969
"etort-16","etort-120",0.173304
"etort-18","etort-120",0.167401
"etort-19","etort-120",0.173329
"etort-20","etort-120",0.172981
"etort-21","etort-120",0.160172
"etort-22","etort-120",0.163396
"etort-23","etort-120",0.167153
"etort-24","etort-120",0.165725
"etort-25","etort-120",0.16654
"etort-26","etort-120",0.17631
"etort-27","etort-120",0.16377
"etort-28","etort-120",0.163607
"etort-33","etort-120",0.176612
"etort-34","etort-120",0.176797
"etort-39","etort-120",0.177345
"etort-40","etort-120",0.176123
"etort-41","etort-120",0.177756
"etort-42","etort-120",0.179035
"etort-43","etort-120",0.176532
"etort-44","etort-120",0.176839
"etort-45","etort-120",0.176407
"etort-52","etort-120",0.175094
"etort-54","etort-120",0.175494
"etort-57","etort-120",0.177902
"etort-60 (sheared2)","etort-120",0.167461
"etort-61","etort-120",0.177756
"etort-63","etort-120",0.172367
"etort-64","etort-120",0.17027
"etort-65","etort-120",0.172286
"etort-66","etort-120",0.166686
"etort-67","etort-120",0.170423
"etort-68","etort-120",0.168631
"etort-69","etort-120",0.168836
"etort-70","etort-120",0.172539
"etort-71","etort-120",0.178321
"etort-72","etort-120",0.177499
"etort-73","etort-120",0.174245
"etort-74","etort-120",0.168685
"etort-77","etort-120",0.175859
"etort-96","etort-120",0.174556
"etort-97","etort-120",0.172309
"etort-98","etort-120",0.174889
"etort-99","etort-120",0.174652
"etort-100","etort-120",0.174491
"etort-102","etort-120",0.174287
"etort-103","etort-120",0.174969
"etort-104","etort-120",0.174967
"etort-105","etort-120",0.174925
"etort-106","etort-120",0.176006
"etort-107","etort-120",0.176455
"etort-108","etort-120",0.176992
"etort-109","etort-120",0.176567
"etort-110","etort-120",0.178834
"etort-111","etort-120",0.17789
"etort-115","etort-120",0.174731
"etort-116","etort-120",0.175845
"etort-117","etort-120",0.176051
"etort-119","etort-120",0.159346
"etort-120","etort-120",0.111307
"etort-2","etort-121",0.170621
"etort-3","etort-121",0.172305
"etort-4","etort-121",0.17194
"etort-5","etort-121",0.175912
"etort-6","etort-121",0.180209
"etort-9","etort-121",0.174628
"etort-10","etort-121",0.17551
"etort-11","etort-121",0.17635
"etort-13","etort-121",0.17106
"etort-14","etort-121",0.170249
"etort-16","etort-121",0.176058
"etort-18","etort-121",0.173338
"etort-19","etort-121",0.170692
"etort-20","etort-121",0.171534
"etort-21","etort-121",0.174089
"etort-22","etort-121",0.174649
"etort-23","etort-121",0.176485
"etort-24","etort-121",0.176135
"etort-25","etort-121",0.177286
"etort-26","etort-121",0.175814
"etort-27","etort-121",0.177477
"etort-28","etort-121",0.176825
"etort-33","etort-121",0.176182
"etort-34","etort-121",0.177184
"etort-39","etort-121",0.177181
"etort-40","etort-121",0.175858
"etort-41","etort-121",0.178359
"etort-42","etort-121",0.179603
"etort-43","etort-121",0.17668
"etort-44","etort-121",0.176485
"etort-45","etort-121",0.176764
"etort-52","etort-121",0.176458
"etort-54","etort-121",0.175856
"etort-57","etort-121",0.170608
"etort-60 (sheared2)","etort-121",0.171672
"etort-61","etort-121",0.17242
"etort-63","etort-121",0.170213
"etort-64","etort-121",0.170802
"etort-65","etort-121",0.169459
"etort-66","etort-121",0.171892
"etort-67","etort-121",0.170564
"etort-68","etort-121",0.168854
"etort-69","etort-121",0.171518
"etort-70","etort-121",0.176626
"etort-71","etort-121",0.171883
"etort-72","etort-121",0.172
"etort-73","etort-121",0.172939
"etort-74","etort-121",0.173366
"etort-77","etort-121",0.176772
"etort-96","etort-121",0.174707
"etort-97","etort-121",0.171154
"etort-98","etort-121",0.174113
"etort-99","etort-121",0.175639
"etort-100","etort-121",0.17447
"etort-102","etort-121",0.174468
"etort-103","etort-121",0.175579
"etort-104","etort-121",0.17546
"etort-105","etort-121",0.175496
"etort-106","etort-121",0.16946
"etort-107","etort-121",0.170607
"etort-108","etort-121",0.169572
"etort-109","etort-121",0.170212
"etort-110","etort-121",0.171688
"etort-111","etort-121",0.169912
"etort-115","etort-121",0.175692
"etort-116","etort-121",0.17472
"etort-117","etort-121",0.177017
"etort-119","etort-121",0.17366
"etort-120","etort-121",0.175126
"etort-121","etort-121",0.113897
"etort-2","etort-122",0.173245
"etort-3","etort-122",0.170147
"etort-4","etort-122",0.169006
"etort-5","etort-122",0.174573
"etort-6","etort-122",0.180125
"etort-9","etort-122",0.175016
"etort-10","etort-122",0.174025
"etort-11","etort-122",0.174936
"etort-13","etort-122",0.169432
"etort-14","etort-122",0.17353
"etort-16","etort-122",0.173738
"etort-18","etort-122",0.1724
"etort-19","etort-122",0.169393
"etort-20","etort-122",0.170547
"etort-21","etort-122",0.171833
"etort-22","etort-122",0.17322
"etort-23","etort-122",0.175968
"etort-24","etort-122",0.175782
"etort-25","etort-122",0.176906
"etort-26","etort-122",0.176298
"etort-27","etort-122",0.17549
"etort-28","etort-122",0.176642
"etort-33","etort-122",0.177414
"etort-34","etort-122",0.176722
"etort-39","etort-122",0.1763
"etort-40","etort-122",0.176043
"etort-41","etort-122",0.178128
"etort-42","etort-122",0.179384
"etort-43","etort-122",0.176993
"etort-44","etort-122",0.177735
"etort-45","etort-122",0.177086
"etort-52","etort-122",0.176481
"etort-54","etort-122",0.175957
"etort-57","etort-122",0.174103
"etort-60 (sheared2)","etort-122",0.171163
"etort-61","etort-122",0.175432
"etort-63","etort-122",0.169026
"etort-64","etort-122",0.169057
"etort-65","etort-122",0.168857
"etort-66","etort-122",0.171106
"etort-67","etort-122",0.169132
"etort-68","etort-122",0.167749
"etort-69","etort-122",0.171303
"etort-70","etort-122",0.17571
"etort-71","etort-122",0.176544
"etort-72","etort-122",0.174818
"etort-73","etort-122",0.17144
"etort-74","etort-122",0.172342
"etort-77","etort-122",0.176692
"etort-96","etort-122",0.175985
"etort-97","etort-122",0.172817
"etort-98","etort-122",0.174899
"etort-99","etort-122",0.175473
"etort-100","etort-122",0.1749
"etort-102","etort-122",0.175134
"etort-103","etort-122",0.175763
"etort-104","etort-122",0.17548
"etort-105","etort-122",0.174689
"etort-106","etort-122",0.174473
"etort-107","etort-122",0.174538
"etort-108","etort-122",0.174149
"etort-109","etort-122",0.173998
"etort-110","etort-122",0.175455
"etort-111","etort-122",0.174946
"etort-115","etort-122",0.175944
"etort-116","etort-122",0.175965
"etort-117","etort-122",0.176649
"etort-119","etort-122",0.173404
"etort-120","etort-122",0.174014
"etort-121","etort-122",0.171816
"etort-122","etort-122",0.112032
"etort-2","etort-123",0.171842
"etort-3","etort-123",0.173853
"etort-4","etort-123",0.173884
"etort-5","etort-123",0.176431
"etort-6","etort-123",0.180152
"etort-9","etort-123",0.176522
"etort-10","etort-123",0.175753
"etort-11","etort-123",0.177186
"etort-13","etort-123",0.170321
"etort-14","etort-123",0.169461
"etort-16","etort-123",0.176399
"etort-18","etort-123",0.174336
"etort-19","etort-123",0.17167
"etort-20","etort-123",0.172641
"etort-21","etort-123",0.175034
"etort-22","etort-123",0.175756
"etort-23","etort-123",0.178275
"etort-24","etort-123",0.176906
"etort-25","etort-123",0.178151
"etort-26","etort-123",0.176258
"etort-27","etort-123",0.177563
"etort-28","etort-123",0.176796
"etort-33","etort-123",0.177674
"etort-34","etort-123",0.177427
"etort-39","etort-123",0.176897
"etort-40","etort-123",0.177915
"etort-41","etort-123",0.178768
"etort-42","etort-123",0.18054
"etort-43","etort-123",0.177469
"etort-44","etort-123",0.178053
"etort-45","etort-123",0.177244
"etort-52","etort-123",0.177478
"etort-54","etort-123",0.177051
"etort-57","etort-123",0.170686
"etort-60 (sheared2)","etort-123",0.172505
"etort-61","etort-123",0.172196
"etort-63","etort-123",0.171468
"etort-64","etort-123",0.171272
"etort-65","etort-123",0.169327
"etort-66","etort-123",0.172614
"etort-67","etort-123",0.172085
"etort-68","etort-123",0.169932
"etort-69","etort-123",0.173524
"etort-70","etort-123",0.177649
"etort-71","etort-123",0.171261
"etort-72","etort-123",0.171242
"etort-73","etort-123",0.174484
"etort-74","etort-123",0.174639
"etort-77","etort-123",0.17717
"etort-96","etort-123",0.176623
"etort-97","etort-123",0.172166
"etort-98","etort-123",0.174788
"etort-99","etort-123",0.176575
"etort-100","etort-123",0.175239
"etort-102","etort-123",0.174636
"etort-103","etort-123",0.175916
"etort-104","etort-123",0.175945
"etort-105","etort-123",0.175355
"etort-106","etort-123",0.168992
"etort-107","etort-123",0.168921
"etort-108","etort-123",0.168392
"etort-109","etort-123",0.170077
"etort-110","etort-123",0.170263
"etort-111","etort-123",0.169844
"etort-115","etort-123",0.176794
"etort-116","etort-123",0.177092
"etort-117","etort-123",0.176921
"etort-119","etort-123",0.175535
"etort-120","etort-123",0.176017
"etort-121","etort-123",0.169617
"etort-122","etort-123",0.172184
"etort-123","etort-123",0.114484
"etort-2","etort-124",0.171646
"etort-3","etort-124",0.171426
"etort-4","etort-124",0.171813
"etort-5","etort-124",0.174881
"etort-6","etort-124",0.179357
"etort-9","etort-124",0.174874
"etort-10","etort-124",0.174292
"etort-11","etort-124",0.174746
"etort-13","etort-124",0.169378
"etort-14","etort-124",0.170359
"etort-16","etort-124",0.175769
"etort-18","etort-124",0.17225
"etort-19","etort-124",0.169991
"etort-20","etort-124",0.171186
"etort-21","etort-124",0.174153
"etort-22","etort-124",0.173299
"etort-23","etort-124",0.176512
"etort-24","etort-124",0.175931
"etort-25","etort-124",0.176192
"etort-26","etort-124",0.175484
"etort-27","etort-124",0.176548
"etort-28","etort-124",0.176143
"etort-33","etort-124",0.176235
"etort-34","etort-124",0.175761
"etort-39","etort-124",0.175927
"etort-40","etort-124",0.175607
"etort-41","etort-124",0.177324
"etort-42","etort-124",0.178999
"etort-43","etort-124",0.175967
"etort-44","etort-124",0.17629
"etort-45","etort-124",0.17614
"etort-52","etort-124",0.175372
"etort-54","etort-124",0.175373
"etort-57","etort-124",0.17178
"etort-60 (sheared2)","etort-124",0.170819
"etort-61","etort-124",0.173219
"etort-63","etort-124",0.170081
"etort-64","etort-124",0.169769
"etort-65","etort-124",0.169719
"etort-66","etort-124",0.170613
"etort-67","etort-124",0.170622
"etort-68","etort-124",0.167742
"etort-69","etort-124",0.171326
"etort-70","etort-124",0.175496
"etort-71","etort-124",0.172405
"etort-72","etort-124",0.172795
"etort-73","etort-124",0.172726
"etort-74","etort-124",0.173209
"etort-77","etort-124",0.17677
"etort-96","etort-124",0.173913
"etort-97","etort-124",0.170587
"etort-98","etort-124",0.173715
"etort-99","etort-124",0.174506
"etort-100","etort-124",0.173548
"etort-102","etort-124",0.173859
"etort-103","etort-124",0.175042
"etort-104","etort-124",0.175243
"etort-105","etort-124",0.173394
"etort-106","etort-124",0.169989
"etort-107","etort-124",0.170488
"etort-108","etort-124",0.169142
"etort-109","etort-124",0.17061
"etort-110","etort-124",0.17117
"etort-111","etort-124",0.170753
"etort-115","etort-124",0.175143
"etort-116","etort-124",0.174802
"etort-117","etort-124",0.175788
"etort-119","etort-124",0.173469
"etort-120","etort-124",0.17524
"etort-121","etort-124",0.169434
"etort-122","etort-124",0.170303
"etort-123","etort-124",0.169813
"etort-124","etort-124",0.113285
"etort-2","etort-125",0.171868
"etort-3","etort-125",0.172172
"etort-4","etort-125",0.171683
"etort-5","etort-125",0.175607
"etort-6","etort-125",0.179223
"etort-9","etort-125",0.175294
"etort-10","etort-125",0.1752
"etort-11","etort-125",0.174905
"etort-13","etort-125",0.170034
"etort-14","etort-125",0.172855
"etort-16","etort-125",0.174784
"etort-18","etort-125",0.173421
"etort-19","etort-125",0.170527
"etort-20","etort-125",0.171586
"etort-21","etort-125",0.173465
"etort-22","etort-125",0.174106
"etort-23","etort-125",0.177287
"etort-24","etort-125",0.175031
"etort-25","etort-125",0.176889
"etort-26","etort-125",0.176433
"etort-27","etort-125",0.176201
"etort-28","etort-125",0.175907
"etort-33","etort-125",0.177206
"etort-34","etort-125",0.175969
"etort-39","etort-125",0.176766
"etort-40","etort-125",0.175807
"etort-41","etort-125",0.178157
"etort-42","etort-125",0.179496
"etort-43","etort-125",0.176616
"etort-44","etort-125",0.17745
"etort-45","etort-125",0.176779
"etort-52","etort-125",0.176211
"etort-54","etort-125",0.175679
"etort-57","etort-125",0.173189
"etort-60 (sheared2)","etort-125",0.171819
"etort-61","etort-125",0.175098
"etort-63","etort-125",0.17065
"etort-64","etort-125",0.170026
"etort-65","etort-125",0.170452
"etort-66","etort-125",0.172354
"etort-67","etort-125",0.170681
"etort-68","etort-125",0.168762
"etort-69","etort-125",0.172216
"etort-70","etort-125",0.176289
"etort-71","etort-125",0.175971
"etort-72","etort-125",0.174409
"etort-73","etort-125",0.171552
"etort-74","etort-125",0.173015
"etort-77","etort-125",0.176877
"etort-96","etort-125",0.175307
"etort-97","etort-125",0.172236
"etort-98","etort-125",0.17476
"etort-99","etort-125",0.175399
"etort-100","etort-125",0.175488
"etort-102","etort-125",0.175405
"etort-103","etort-125",0.174887
"etort-104","etort-125",0.175354
"etort-105","etort-125",0.175129
"etort-106","etort-125",0.173332
"etort-107","etort-125",0.174046
"etort-108","etort-125",0.172687
"etort-109","etort-125",0.173111
"etort-110","etort-125",0.174905
"etort-111","etort-125",0.174667
"etort-115","etort-125",0.175632
"etort-116","etort-125",0.175901
"etort-117","etort-125",0.177314
"etort-119","etort-125",0.174162
"etort-120","etort-125",0.174499
"etort-121","etort-125",0.170747
"etort-122","etort-125",0.16819
"etort-123","etort-125",0.172351
"etort-124","etort-125",0.171216
"etort-125","etort-125",0.114811
"etort-2","etort-126",0.17284
"etort-3","etort-126",0.173756
"etort-4","etort-126",0.173298
"etort-5","etort-126",0.176563
"etort-6","etort-126",0.180465
"etort-9","etort-126",0.176714
"etort-10","etort-126",0.176296
"etort-11","etort-126",0.176873
"etort-13","etort-126",0.171062
"etort-14","etort-126",0.170015
"etort-16","etort-126",0.176914
"etort-18","etort-126",0.17488
"etort-19","etort-126",0.172564
"etort-20","etort-126",0.172573
"etort-21","etort-126",0.174834
"etort-22","etort-126",0.175611
"etort-23","etort-126",0.17846
"etort-24","etort-126",0.176284
"etort-25","etort-126",0.177946
"etort-26","etort-126",0.176343
"etort-27","etort-126",0.177315
"etort-28","etort-126",0.176407
"etort-33","etort-126",0.178052
"etort-34","etort-126",0.176532
"etort-39","etort-126",0.177532
"etort-40","etort-126",0.177358
"etort-41","etort-126",0.178929
"etort-42","etort-126",0.180931
"etort-43","etort-126",0.177584
"etort-44","etort-126",0.178151
"etort-45","etort-126",0.177663
"etort-52","etort-126",0.177788
"etort-54","etort-126",0.176896
"etort-57","etort-126",0.171392
"etort-60 (sheared2)","etort-126",0.172954
"etort-61","etort-126",0.171979
"etort-63","etort-126",0.170697
"etort-64","etort-126",0.171668
"etort-65","etort-126",0.171183
"etort-66","etort-126",0.173686
"etort-67","etort-126",0.172561
"etort-68","etort-126",0.170289
"etort-69","etort-126",0.173319
"etort-70","etort-126",0.177849
"etort-71","etort-126",0.171951
"etort-72","etort-126",0.172607
"etort-73","etort-126",0.17333
"etort-74","etort-126",0.174359
"etort-77","etort-126",0.177703
"etort-96","etort-126",0.177054
"etort-97","etort-126",0.172686
"etort-98","etort-126",0.17535
"etort-99","etort-126",0.175842
"etort-100","etort-126",0.175677
"etort-102","etort-126",0.175472
"etort-103","etort-126",0.175756
"etort-104","etort-126",0.176553
"etort-105","etort-126",0.175463
"etort-106","etort-126",0.168886
"etort-107","etort-126",0.170872
"etort-108","etort-126",0.170107
"etort-109","etort-126",0.169629
"etort-110","etort-126",0.171647
"etort-111","etort-126",0.169271
"etort-115","etort-126",0.177103
"etort-116","etort-126",0.177148
"etort-117","etort-126",0.177712
"etort-119","etort-126",0.176181
"etort-120","etort-126",0.176087
"etort-121","etort-126",0.169315
"etort-122","etort-126",0.173465
"etort-123","etort-126",0.168239
"etort-124","etort-126",0.170342
"etort-125","etort-126",0.171815
"etort-126","etort-126",0.112242
"etort-2","etort-127",0.172466
"etort-3","etort-127",0.173568
"etort-4","etort-127",0.172378
"etort-5","etort-127",0.17763
"etort-6","etort-127",0.181564
"etort-9","etort-127",0.177382
"etort-10","etort-127",0.176361
"etort-11","etort-127",0.176089
"etort-13","etort-127",0.170979
"etort-14","etort-127",0.172013
"etort-16","etort-127",0.177525
"etort-18","etort-127",0.174151
"etort-19","etort-127",0.171565
"etort-20","etort-127",0.171394
"etort-21","etort-127",0.174825
"etort-22","etort-127",0.175668
"etort-23","etort-127",0.178166
"etort-24","etort-127",0.177484
"etort-25","etort-127",0.178553
"etort-26","etort-127",0.176652
"etort-27","etort-127",0.17776
"etort-28","etort-127",0.17748
"etort-33","etort-127",0.179032
"etort-34","etort-127",0.177911
"etort-39","etort-127",0.178231
"etort-40","etort-127",0.17857
"etort-41","etort-127",0.180009
"etort-42","etort-127",0.181219
"etort-43","etort-127",0.17889
"etort-44","etort-127",0.178626
"etort-45","etort-127",0.178454
"etort-52","etort-127",0.17752
"etort-54","etort-127",0.177738
"etort-57","etort-127",0.17335
"etort-60 (sheared2)","etort-127",0.172872
"etort-61","etort-127",0.174069
"etort-63","etort-127",0.171708
"etort-64","etort-127",0.171696
"etort-65","etort-127",0.169178
"etort-66","etort-127",0.172811
"etort-67","etort-127",0.171495
"etort-68","etort-127",0.170005
"etort-69","etort-127",0.174088
"etort-70","etort-127",0.179074
"etort-71","etort-127",0.17454
"etort-72","etort-127",0.173152
"etort-73","etort-127",0.173221
"etort-74","etort-127",0.174957
"etort-77","etort-127",0.17948
"etort-96","etort-127",0.17771
"etort-97","etort-127",0.17406
"etort-98","etort-127",0.17656
"etort-99","etort-127",0.177561
"etort-100","etort-127",0.176367
"etort-102","etort-127",0.17618
"etort-103","etort-127",0.176698
"etort-104","etort-127",0.177004
"etort-105","etort-127",0.177
"etort-106","etort-127",0.171903
"etort-107","etort-127",0.17284
"etort-108","etort-127",0.171755
"etort-109","etort-127",0.17288
"etort-110","etort-127",0.174288
"etort-111","etort-127",0.172525
"etort-115","etort-127",0.178254
"etort-116","etort-127",0.178307
"etort-117","etort-127",0.179136
"etort-119","etort-127",0.176174
"etort-120","etort-127",0.176681
"etort-121","etort-127",0.17119
"etort-122","etort-127",0.173186
"etort-123","etort-127",0.170728
"etort-124","etort-127",0.171485
"etort-125","etort-127",0.173481
"etort-126","etort-127",0.172623
"etort-127","etort-127",0.115109
"etort-2","etort-128",0.171058
"etort-3","etort-128",0.1734
"etort-4","etort-128",0.173908
"etort-5","etort-128",0.177781
"etort-6","etort-128",0.18049
"etort-9","etort-128",0.177051
"etort-10","etort-128",0.176682
"etort-11","etort-128",0.177367
"etort-13","etort-128",0.17017
"etort-14","etort-128",0.170292
"etort-16","etort-128",0.176686
"etort-18","etort-128",0.174721
"etort-19","etort-128",0.172529
"etort-20","etort-128",0.173185
"etort-21","etort-128",0.175249
"etort-22","etort-128",0.176673
"etort-23","etort-128",0.177454
"etort-24","etort-128",0.17732
"etort-25","etort-128",0.177831
"etort-26","etort-128",0.177804
"etort-27","etort-128",0.177606
"etort-28","etort-128",0.177227
"etort-33","etort-128",0.176791
"etort-34","etort-128",0.177556
"etort-39","etort-128",0.17769
"etort-40","etort-128",0.177048
"etort-41","etort-128",0.178746
"etort-42","etort-128",0.180666
"etort-43","etort-128",0.178096
"etort-44","etort-128",0.178721
"etort-45","etort-128",0.178229
"etort-52","etort-128",0.177645
"etort-54","etort-128",0.176966
"etort-57","etort-128",0.170606
"etort-60 (sheared2)","etort-128",0.172236
"etort-61","etort-128",0.172608
"etort-63","etort-128",0.172046
"etort-64","etort-128",0.171811
"etort-65","etort-128",0.170411
"etort-66","etort-128",0.173175
"etort-67","etort-128",0.172504
"etort-68","etort-128",0.170191
"etort-69","etort-128",0.173686
"etort-70","etort-128",0.176886
"etort-71","etort-128",0.17066
"etort-72","etort-128",0.17146
"etort-73","etort-128",0.17374
"etort-74","etort-128",0.174281
"etort-77","etort-128",0.178035
"etort-96","etort-128",0.176232
"etort-97","etort-128",0.171603
"etort-98","etort-128",0.175128
"etort-99","etort-128",0.17555
"etort-100","etort-128",0.174514
"etort-102","etort-128",0.175192
"etort-103","etort-128",0.176013
"etort-104","etort-128",0.176368
"etort-105","etort-128",0.175205
"etort-106","etort-128",0.16843
"etort-107","etort-128",0.170067
"etort-108","etort-128",0.168887
"etort-109","etort-128",0.169907
"etort-110","etort-128",0.171233
"etort-111","etort-128",0.169716
"etort-115","etort-128",0.177055
"etort-116","etort-128",0.176645
"etort-117","etort-128",0.177375
"etort-119","etort-128",0.174921
"etort-120","etort-128",0.175481
"etort-121","etort-128",0.169947
"etort-122","etort-128",0.1732
"etort-123","etort-128",0.169148
"etort-124","etort-128",0.169172
"etort-125","etort-128",0.172532
"etort-126","etort-128",0.16884
"etort-127","etort-128",0.171703
"etort-128","etort-128",0.113855
"etort-2","etort-129",0.171954
"etort-3","etort-129",0.175279
"etort-4","etort-129",0.176276
"etort-5","etort-129",0.177266
"etort-6","etort-129",0.179863
"etort-9","etort-129",0.176181
"etort-10","etort-129",0.177449
"etort-11","etort-129",0.17841
"etort-13","etort-129",0.172627
"etort-14","etort-129",0.170827
"etort-16","etort-129",0.177491
"etort-18","etort-129",0.176619
"etort-19","etort-129",0.17472
"etort-20","etort-129",0.175048
"etort-21","etort-129",0.176608
"etort-22","etort-129",0.177543
"etort-23","etort-129",0.179034
"etort-24","etort-129",0.178822
"etort-25","etort-129",0.179412
"etort-26","etort-129",0.17698
"etort-27","etort-129",0.179485
"etort-28","etort-129",0.17936
"etort-33","etort-129",0.177381
"etort-34","etort-129",0.177547
"etort-39","etort-129",0.178271
"etort-40","etort-129",0.177388
"etort-41","etort-129",0.178891
"etort-42","etort-129",0.1804
"etort-43","etort-129",0.177372
"etort-44","etort-129",0.178009
"etort-45","etort-129",0.177905
"etort-52","etort-129",0.177262
"etort-54","etort-129",0.176347
"etort-57","etort-129",0.170547
"etort-60 (sheared2)","etort-129",0.174799
"etort-61","etort-129",0.172199
"etort-63","etort-129",0.172526
"etort-64","etort-129",0.1738
"etort-65","etort-129",0.171936
"etort-66","etort-129",0.174378
"etort-67","etort-129",0.174356
"etort-68","etort-129",0.17109
"etort-69","etort-129",0.17462
"etort-70","etort-129",0.178061
"etort-71","etort-129",0.170856
"etort-72","etort-129",0.171134
"etort-73","etort-129",0.175051
"etort-74","etort-129",0.176102
"etort-77","etort-129",0.17781
"etort-96","etort-129",0.175846
"etort-97","etort-129",0.171175
"etort-98","etort-129",0.17558
"etort-99","etort-129",0.175778
"etort-100","etort-129",0.175025
"etort-102","etort-129",0.175775
"etort-103","etort-129",0.17619
"etort-104","etort-129",0.176097
"etort-105","etort-129",0.175674
"etort-106","etort-129",0.166777
"etort-107","etort-129",0.167401
"etort-108","etort-129",0.167144
"etort-109","etort-129",0.168404
"etort-110","etort-129",0.168753
"etort-111","etort-129",0.16713
"etort-115","etort-129",0.176647
"etort-116","etort-129",0.177483
"etort-117","etort-129",0.177457
"etort-119","etort-129",0.176773
"etort-120","etort-129",0.177286
"etort-121","etort-129",0.169899
"etort-122","etort-129",0.173299
"etort-123","etort-129",0.169453
"etort-124","etort-129",0.170602
"etort-125","etort-129",0.173913
"etort-126","etort-129",0.169867
"etort-127","etort-129",0.172365
"etort-128","etort-129",0.169312
"etort-129","etort-129",0.12264
"etort-2","etort-195",0.173646
"etort-3","etort-195",0.169923
"etort-4","etort-195",0.172602
"etort-5","etort-195",0.174652
"etort-6","etort-195",0.179641
"etort-9","etort-195",0.175367
"etort-10","etort-195",0.168625
"etort-11","etort-195",0.170088
"etort-13","etort-195",0.172106
"etort-14","etort-195",0.175924
"etort-16","etort-195",0.172292
"etort-18","etort-195",0.165472
"etort-19","etort-195",0.171959
"etort-20","etort-195",0.171406
"etort-21","etort-195",0.167349
"etort-22","etort-195",0.167134
"etort-23","etort-195",0.172242
"etort-24","etort-195",0.16941
"etort-25","etort-195",0.170847
"etort-26","etort-195",0.17621
"etort-27","etort-195",0.170127
"etort-28","etort-195",0.169837
"etort-33","etort-195",0.176819
"etort-34","etort-195",0.176201
"etort-39","etort-195",0.176929
"etort-40","etort-195",0.176246
"etort-41","etort-195",0.177978
"etort-42","etort-195",0.179466
"etort-43","etort-195",0.177065
"etort-44","etort-195",0.176788
"etort-45","etort-195",0.176609
"etort-52","etort-195",0.175629
"etort-54","etort-195",0.175958
"etort-57","etort-195",0.177067
"etort-60 (sheared2)","etort-195",0.16663
"etort-61","etort-195",0.176851
"etort-63","etort-195",0.171845
"etort-64","etort-195",0.168501
"etort-65","etort-195",0.170823
"etort-66","etort-195",0.168601
"etort-67","etort-195",0.169157
"etort-68","etort-195",0.167074
"etort-69","etort-195",0.16749
"etort-70","etort-195",0.172222
"etort-71","etort-195",0.178198
"etort-72","etort-195",0.177001
"etort-73","etort-195",0.173232
"etort-74","etort-195",0.168232
"etort-77","etort-195",0.175719
"etort-96","etort-195",0.175181
"etort-97","etort-195",0.172712
"etort-98","etort-195",0.173981
"etort-99","etort-195",0.174989
"etort-100","etort-195",0.173884
"etort-102","etort-195",0.174753
"etort-103","etort-195",0.174963
"etort-104","etort-195",0.17625
"etort-105","etort-195",0.174758
"etort-106","etort-195",0.176175
"etort-107","etort-195",0.176155
"etort-108","etort-195",0.175391
"etort-109","etort-195",0.176416
"etort-110","etort-195",0.177583
"etort-111","etort-195",0.1766
"etort-115","etort-195",0.176165
"etort-116","etort-195",0.176065
"etort-117","etort-195",0.17629
"etort-119","etort-195",0.168617
"etort-120","etort-195",0.169721
"etort-121","etort-195",0.173662
"etort-122","etort-195",0.173206
"etort-123","etort-195",0.175404
"etort-124","etort-195",0.173465
"etort-125","etort-195",0.174424
"etort-126","etort-195",0.174729
"etort-127","etort-195",0.17573
"etort-128","etort-195",0.17473
"etort-129","etort-195",0.176044
"etort-195","etort-195",0.111642
"etort-2","etort-208",0.174845
"etort-3","etort-208",0.172227
"etort-4","etort-208",0.174432
"etort-5","etort-208",0.175245
"etort-6","etort-208",0.180376
"etort-9","etort-208",0.175776
"etort-10","etort-208",0.164825
"etort-11","etort-208",0.164185
"etort-13","etort-208",0.175348
"etort-14","etort-208",0.177234
"etort-16","etort-208",0.174445
"etort-18","etort-208",0.168109
"etort-19","etort-208",0.173439
"etort-20","etort-208",0.173415
