"etort1","etort2","pi"
"etort-154","etort-158",0.169679
"etort-155","etort-158",0.16737
"etort-156","etort-158",0.167912
"etort-157","etort-158",0.169049
"etort-158","etort-158",0.111801
"etort-15","etort-159",0.170309
"etort-17","etort-159",0.170757
"etort-31","etort-159",0.172481
"etort-36","etort-159",0.171671
"etort-37","etort-159",0.169777
"etort-38","etort-159",0.172506
"etort-46","etort-159",0.169038
"etort-47","etort-159",0.168725
"etort-48","etort-159",0.165557
"etort-49","etort-159",0.172369
"etort-51","etort-159",0.175937
"etort-53","etort-159",0.171071
"etort-55","etort-159",0.170086
"etort-56 (sheared2)","etort-159",0.169831
"etort-58","etort-159",0.170326
"etort-59","etort-159",0.17326
"etort-62","etort-159",0.169808
"etort-78","etort-159",0.171476
"etort-79","etort-159",0.170318
"etort-80","etort-159",0.170369
"etort-81","etort-159",0.170412
"etort-82","etort-159",0.169178
"etort-83","etort-159",0.169607
"etort-84","etort-159",0.169956
"etort-85","etort-159",0.169865
"etort-86","etort-159",0.17058
"etort-87","etort-159",0.170175
"etort-89","etort-159",0.169729
"etort-90","etort-159",0.168022
"etort-93","etort-159",0.170237
"etort-94","etort-159",0.171044
"etort-95","etort-159",0.168012
"etort-112","etort-159",0.172878
"etort-113","etort-159",0.173521
"etort-130","etort-159",0.170233
"etort-131","etort-159",0.16792
"etort-132","etort-159",0.167445
"etort-133","etort-159",0.169283
"etort-134","etort-159",0.168241
"etort-135","etort-159",0.164309
"etort-136","etort-159",0.16592
"etort-137","etort-159",0.169199
"etort-138","etort-159",0.16844
"etort-139","etort-159",0.168902
"etort-140","etort-159",0.167135
"etort-141","etort-159",0.16552
"etort-142","etort-159",0.17062
"etort-143","etort-159",0.166832
"etort-144","etort-159",0.169525
"etort-145","etort-159",0.166166
"etort-146","etort-159",0.165737
"etort-147","etort-159",0.164708
"etort-148","etort-159",0.170392
"etort-149","etort-159",0.166746
"etort-150","etort-159",0.166048
"etort-151","etort-159",0.168328
"etort-152","etort-159",0.167902
"etort-153","etort-159",0.167916
"etort-154","etort-159",0.168135
"etort-155","etort-159",0.167947
"etort-156","etort-159",0.16707
"etort-157","etort-159",0.16662
"etort-158","etort-159",0.168995
"etort-159","etort-159",0.110968
"etort-15","etort-161",0.169101
"etort-17","etort-161",0.170802
"etort-31","etort-161",0.171679
"etort-36","etort-161",0.17022
"etort-37","etort-161",0.168802
"etort-38","etort-161",0.171107
"etort-46","etort-161",0.168203
"etort-47","etort-161",0.167312
"etort-48","etort-161",0.164369
"etort-49","etort-161",0.172055
"etort-51","etort-161",0.175134
"etort-53","etort-161",0.169852
"etort-55","etort-161",0.168112
"etort-56 (sheared2)","etort-161",0.169932
"etort-58","etort-161",0.16965
"etort-59","etort-161",0.171303
"etort-62","etort-161",0.169383
"etort-78","etort-161",0.17102
"etort-79","etort-161",0.1698
"etort-80","etort-161",0.169654
"etort-81","etort-161",0.167426
"etort-82","etort-161",0.166983
"etort-83","etort-161",0.168107
"etort-84","etort-161",0.167256
"etort-85","etort-161",0.167376
"etort-86","etort-161",0.16996
"etort-87","etort-161",0.169688
"etort-89","etort-161",0.168579
"etort-90","etort-161",0.165201
"etort-93","etort-161",0.169334
"etort-94","etort-161",0.170744
"etort-95","etort-161",0.165997
"etort-112","etort-161",0.171818
"etort-113","etort-161",0.173101
"etort-130","etort-161",0.167595
"etort-131","etort-161",0.166057
"etort-132","etort-161",0.168366
"etort-133","etort-161",0.168599
"etort-134","etort-161",0.166318
"etort-135","etort-161",0.162877
"etort-136","etort-161",0.165911
"etort-137","etort-161",0.167422
"etort-138","etort-161",0.168292
"etort-139","etort-161",0.167059
"etort-140","etort-161",0.166549
"etort-141","etort-161",0.165135
"etort-142","etort-161",0.16951
"etort-143","etort-161",0.164654
"etort-144","etort-161",0.167816
"etort-145","etort-161",0.164649
"etort-146","etort-161",0.164559
"etort-147","etort-161",0.163707
"etort-148","etort-161",0.171655
"etort-149","etort-161",0.164028
"etort-150","etort-161",0.165965
"etort-151","etort-161",0.165031
"etort-152","etort-161",0.16546
"etort-153","etort-161",0.164747
"etort-154","etort-161",0.16677
"etort-155","etort-161",0.164731
"etort-156","etort-161",0.163572
"etort-157","etort-161",0.166774
"etort-158","etort-161",0.169053
"etort-159","etort-161",0.167688
"etort-161","etort-161",0.110339
"etort-15","etort-162",0.166297
"etort-17","etort-162",0.168508
"etort-31","etort-162",0.16897
"etort-36","etort-162",0.168489
"etort-37","etort-162",0.167198
"etort-38","etort-162",0.168697
"etort-46","etort-162",0.166799
"etort-47","etort-162",0.165896
"etort-48","etort-162",0.164696
"etort-49","etort-162",0.171265
"etort-51","etort-162",0.173652
"etort-53","etort-162",0.168562
"etort-55","etort-162",0.166317
"etort-56 (sheared2)","etort-162",0.168274
"etort-58","etort-162",0.167167
"etort-59","etort-162",0.171382
"etort-62","etort-162",0.167637
"etort-78","etort-162",0.16834
"etort-79","etort-162",0.167952
"etort-80","etort-162",0.168137
"etort-81","etort-162",0.166812
"etort-82","etort-162",0.164851
"etort-83","etort-162",0.167679
"etort-84","etort-162",0.16479
"etort-85","etort-162",0.166689
"etort-86","etort-162",0.16814
"etort-87","etort-162",0.167104
"etort-89","etort-162",0.16691
"etort-90","etort-162",0.165256
"etort-93","etort-162",0.167057
"etort-94","etort-162",0.169083
"etort-95","etort-162",0.164343
"etort-112","etort-162",0.172506
"etort-113","etort-162",0.172308
"etort-130","etort-162",0.166375
"etort-131","etort-162",0.163998
"etort-132","etort-162",0.165543
"etort-133","etort-162",0.165861
"etort-134","etort-162",0.161814
"etort-135","etort-162",0.161625
"etort-136","etort-162",0.163594
"etort-137","etort-162",0.165529
"etort-138","etort-162",0.165303
"etort-139","etort-162",0.166076
"etort-140","etort-162",0.163329
"etort-141","etort-162",0.163744
"etort-142","etort-162",0.168434
"etort-143","etort-162",0.163578
"etort-144","etort-162",0.165322
"etort-145","etort-162",0.162267
"etort-146","etort-162",0.162877
"etort-147","etort-162",0.162437
"etort-148","etort-162",0.169385
"etort-149","etort-162",0.163842
"etort-150","etort-162",0.163309
"etort-151","etort-162",0.165363
"etort-152","etort-162",0.162978
"etort-153","etort-162",0.164152
"etort-154","etort-162",0.166915
"etort-155","etort-162",0.162978
"etort-156","etort-162",0.163986
"etort-157","etort-162",0.166164
"etort-158","etort-162",0.164031
"etort-159","etort-162",0.165566
"etort-161","etort-162",0.164219
"etort-162","etort-162",0.107607
"etort-15","etort-163",0.167557
"etort-17","etort-163",0.168571
"etort-31","etort-163",0.169672
"etort-36","etort-163",0.16891
"etort-37","etort-163",0.166841
"etort-38","etort-163",0.169847
"etort-46","etort-163",0.167849
"etort-47","etort-163",0.166927
"etort-48","etort-163",0.164718
"etort-49","etort-163",0.170701
"etort-51","etort-163",0.176345
"etort-53","etort-163",0.168374
"etort-55","etort-163",0.168395
"etort-56 (sheared2)","etort-163",0.167743
"etort-58","etort-163",0.168403
"etort-59","etort-163",0.172619
"etort-62","etort-163",0.168553
"etort-78","etort-163",0.168945
"etort-79","etort-163",0.168638
"etort-80","etort-163",0.167752
"etort-81","etort-163",0.168929
"etort-82","etort-163",0.165554
"etort-83","etort-163",0.167372
"etort-84","etort-163",0.168744
"etort-85","etort-163",0.16916
"etort-86","etort-163",0.168797
"etort-87","etort-163",0.168361
"etort-89","etort-163",0.167337
"etort-90","etort-163",0.165328
"etort-93","etort-163",0.167757
"etort-94","etort-163",0.170416
"etort-95","etort-163",0.164682
"etort-112","etort-163",0.172497
"etort-113","etort-163",0.17339
"etort-130","etort-163",0.1661
"etort-131","etort-163",0.165013
"etort-132","etort-163",0.165766
"etort-133","etort-163",0.166418
"etort-134","etort-163",0.165732
"etort-135","etort-163",0.16167
"etort-136","etort-163",0.164796
"etort-137","etort-163",0.165382
"etort-138","etort-163",0.167064
"etort-139","etort-163",0.165471
"etort-140","etort-163",0.163517
"etort-141","etort-163",0.162926
"etort-142","etort-163",0.168882
"etort-143","etort-163",0.16258
"etort-144","etort-163",0.167199
"etort-145","etort-163",0.163268
"etort-146","etort-163",0.162922
"etort-147","etort-163",0.164312
"etort-148","etort-163",0.171705
"etort-149","etort-163",0.165379
"etort-150","etort-163",0.164175
"etort-151","etort-163",0.164673
"etort-152","etort-163",0.165315
"etort-153","etort-163",0.166015
"etort-154","etort-163",0.167356
"etort-155","etort-163",0.164175
"etort-156","etort-163",0.164735
"etort-157","etort-163",0.167075
"etort-158","etort-163",0.168511
"etort-159","etort-163",0.166367
"etort-161","etort-163",0.164578
"etort-162","etort-163",0.162596
"etort-163","etort-163",0.109413
"etort-15","etort-164",0.166053
"etort-17","etort-164",0.168162
"etort-31","etort-164",0.16855
"etort-36","etort-164",0.168554
"etort-37","etort-164",0.166048
"etort-38","etort-164",0.168918
"etort-46","etort-164",0.166547
"etort-47","etort-164",0.166668
"etort-48","etort-164",0.163875
"etort-49","etort-164",0.17031
"etort-51","etort-164",0.175311
"etort-53","etort-164",0.167897
"etort-55","etort-164",0.167013
"etort-56 (sheared2)","etort-164",0.166235
"etort-58","etort-164",0.166879
"etort-59","etort-164",0.171628
"etort-62","etort-164",0.16724
"etort-78","etort-164",0.168329
"etort-79","etort-164",0.166807
"etort-80","etort-164",0.166351
"etort-81","etort-164",0.166463
"etort-82","etort-164",0.165396
"etort-83","etort-164",0.168498
"etort-84","etort-164",0.16558
"etort-85","etort-164",0.168006
"etort-86","etort-164",0.167926
"etort-87","etort-164",0.166908
"etort-89","etort-164",0.166927
"etort-90","etort-164",0.165613
"etort-93","etort-164",0.167686
"etort-94","etort-164",0.168566
"etort-95","etort-164",0.164012
"etort-112","etort-164",0.171365
"etort-113","etort-164",0.172032
"etort-130","etort-164",0.16632
"etort-131","etort-164",0.162566
"etort-132","etort-164",0.164045
"etort-133","etort-164",0.165991
"etort-134","etort-164",0.162693
"etort-135","etort-164",0.15579
"etort-136","etort-164",0.162275
"etort-137","etort-164",0.165114
"etort-138","etort-164",0.164807
"etort-139","etort-164",0.166078
"etort-140","etort-164",0.162202
"etort-141","etort-164",0.162161
"etort-142","etort-164",0.167474
"etort-143","etort-164",0.163473
"etort-144","etort-164",0.165807
"etort-145","etort-164",0.161397
"etort-146","etort-164",0.162222
"etort-147","etort-164",0.160607
"etort-148","etort-164",0.169865
"etort-149","etort-164",0.164015
"etort-150","etort-164",0.163056
"etort-151","etort-164",0.162541
"etort-152","etort-164",0.162183
"etort-153","etort-164",0.16404
"etort-154","etort-164",0.16574
"etort-155","etort-164",0.164697
"etort-156","etort-164",0.163368
"etort-157","etort-164",0.165271
"etort-158","etort-164",0.165766
"etort-159","etort-164",0.163495
"etort-161","etort-164",0.164234
"etort-162","etort-164",0.161805
"etort-163","etort-164",0.163741
"etort-164","etort-164",0.110155
"etort-15","etort-166",0.16808
"etort-17","etort-166",0.169792
"etort-31","etort-166",0.170906
"etort-36","etort-166",0.170081
"etort-37","etort-166",0.167253
"etort-38","etort-166",0.170392
"etort-46","etort-166",0.168593
"etort-47","etort-166",0.167905
"etort-48","etort-166",0.167566
"etort-49","etort-166",0.170857
"etort-51","etort-166",0.176056
"etort-53","etort-166",0.169844
"etort-55","etort-166",0.168826
"etort-56 (sheared2)","etort-166",0.169088
"etort-58","etort-166",0.168659
"etort-59","etort-166",0.173071
"etort-62","etort-166",0.168209
"etort-78","etort-166",0.169027
"etort-79","etort-166",0.168791
"etort-80","etort-166",0.168986
"etort-81","etort-166",0.167981
"etort-82","etort-166",0.166726
"etort-83","etort-166",0.169058
"etort-84","etort-166",0.169638
"etort-85","etort-166",0.168127
"etort-86","etort-166",0.169856
"etort-87","etort-166",0.168726
"etort-89","etort-166",0.16854
"etort-90","etort-166",0.166428
"etort-93","etort-166",0.169032
"etort-94","etort-166",0.171119
"etort-95","etort-166",0.166238
"etort-112","etort-166",0.172405
"etort-113","etort-166",0.17334
"etort-130","etort-166",0.168121
"etort-131","etort-166",0.165885
"etort-132","etort-166",0.168737
"etort-133","etort-166",0.168123
"etort-134","etort-166",0.16557
"etort-135","etort-166",0.16328
"etort-136","etort-166",0.166186
"etort-137","etort-166",0.167532
"etort-138","etort-166",0.167403
"etort-139","etort-166",0.168836
"etort-140","etort-166",0.165053
"etort-141","etort-166",0.164082
"etort-142","etort-166",0.168587
"etort-143","etort-166",0.164538
"etort-144","etort-166",0.166576
"etort-145","etort-166",0.163942
"etort-146","etort-166",0.16434
"etort-147","etort-166",0.164322
"etort-148","etort-166",0.171199
"etort-149","etort-166",0.166256
"etort-150","etort-166",0.163686
"etort-151","etort-166",0.166172
"etort-152","etort-166",0.166393
"etort-153","etort-166",0.166243
"etort-154","etort-166",0.167758
"etort-155","etort-166",0.164415
"etort-156","etort-166",0.164743
"etort-157","etort-166",0.167609
"etort-158","etort-166",0.167629
"etort-159","etort-166",0.166435
"etort-161","etort-166",0.165554
"etort-162","etort-166",0.164245
"etort-163","etort-166",0.165147
"etort-164","etort-166",0.163522
"etort-166","etort-166",0.112329
"etort-15","etort-167",0.167058
"etort-17","etort-167",0.168672
"etort-31","etort-167",0.169662
"etort-36","etort-167",0.168973
"etort-37","etort-167",0.167046
"etort-38","etort-167",0.169291
"etort-46","etort-167",0.167287
"etort-47","etort-167",0.167956
"etort-48","etort-167",0.164987
"etort-49","etort-167",0.171071
"etort-51","etort-167",0.174055
"etort-53","etort-167",0.167619
"etort-55","etort-167",0.16664
"etort-56 (sheared2)","etort-167",0.167826
"etort-58","etort-167",0.167649
"etort-59","etort-167",0.17127
"etort-62","etort-167",0.167242
"etort-78","etort-167",0.168428
"etort-79","etort-167",0.167057
"etort-80","etort-167",0.167638
"etort-81","etort-167",0.166596
"etort-82","etort-167",0.164666
"etort-83","etort-167",0.168279
"etort-84","etort-167",0.167484
"etort-85","etort-167",0.167422
"etort-86","etort-167",0.167029
"etort-87","etort-167",0.167725
"etort-89","etort-167",0.167388
"etort-90","etort-167",0.166594
"etort-93","etort-167",0.167619
"etort-94","etort-167",0.169741
"etort-95","etort-167",0.164873
"etort-112","etort-167",0.1713
"etort-113","etort-167",0.172428
"etort-130","etort-167",0.166207
"etort-131","etort-167",0.163588
"etort-132","etort-167",0.165666
"etort-133","etort-167",0.166241
"etort-134","etort-167",0.165125
"etort-135","etort-167",0.163763
"etort-136","etort-167",0.164018
"etort-137","etort-167",0.166086
"etort-138","etort-167",0.168116
"etort-139","etort-167",0.165992
"etort-140","etort-167",0.163709
"etort-141","etort-167",0.162965
"etort-142","etort-167",0.168282
"etort-143","etort-167",0.162968
"etort-144","etort-167",0.164935
"etort-145","etort-167",0.160831
"etort-146","etort-167",0.163792
"etort-147","etort-167",0.164214
"etort-148","etort-167",0.16994
"etort-149","etort-167",0.165126
"etort-150","etort-167",0.163559
"etort-151","etort-167",0.165233
"etort-152","etort-167",0.164365
"etort-153","etort-167",0.165474
"etort-154","etort-167",0.166552
"etort-155","etort-167",0.163304
"etort-156","etort-167",0.162817
"etort-157","etort-167",0.166877
"etort-158","etort-167",0.167008
"etort-159","etort-167",0.165567
"etort-161","etort-167",0.163937
"etort-162","etort-167",0.160256
"etort-163","etort-167",0.162678
"etort-164","etort-167",0.162847
"etort-166","etort-167",0.163389
"etort-167","etort-167",0.109939
"etort-15","etort-168",0.169498
"etort-17","etort-168",0.170233
"etort-31","etort-168",0.17049
"etort-36","etort-168",0.171108
"etort-37","etort-168",0.168426
"etort-38","etort-168",0.170731
"etort-46","etort-168",0.170079
"etort-47","etort-168",0.17034
"etort-48","etort-168",0.166362
"etort-49","etort-168",0.17362
"etort-51","etort-168",0.177294
"etort-53","etort-168",0.170864
"etort-55","etort-168",0.170224
"etort-56 (sheared2)","etort-168",0.170976
"etort-58","etort-168",0.169892
"etort-59","etort-168",0.174698
"etort-62","etort-168",0.170529
"etort-78","etort-168",0.171088
"etort-79","etort-168",0.170122
"etort-80","etort-168",0.168864
"etort-81","etort-168",0.169158
"etort-82","etort-168",0.167448
"etort-83","etort-168",0.171523
"etort-84","etort-168",0.169092
"etort-85","etort-168",0.169572
"etort-86","etort-168",0.169429
"etort-87","etort-168",0.17
"etort-89","etort-168",0.169861
"etort-90","etort-168",0.169053
"etort-93","etort-168",0.169903
"etort-94","etort-168",0.172156
"etort-95","etort-168",0.167137
"etort-112","etort-168",0.174554
"etort-113","etort-168",0.175402
"etort-130","etort-168",0.168591
"etort-131","etort-168",0.165456
"etort-132","etort-168",0.166405
"etort-133","etort-168",0.168307
"etort-134","etort-168",0.168135
"etort-135","etort-168",0.16459
"etort-136","etort-168",0.16534
"etort-137","etort-168",0.166223
"etort-138","etort-168",0.166586
"etort-139","etort-168",0.168628
"etort-140","etort-168",0.164958
"etort-141","etort-168",0.165044
"etort-142","etort-168",0.16876
"etort-143","etort-168",0.166124
"etort-144","etort-168",0.167537
"etort-145","etort-168",0.165785
"etort-146","etort-168",0.166076
"etort-147","etort-168",0.166453
"etort-148","etort-168",0.173748
"etort-149","etort-168",0.167571
"etort-150","etort-168",0.166994
"etort-151","etort-168",0.167838
"etort-152","etort-168",0.168465
"etort-153","etort-168",0.166529
"etort-154","etort-168",0.171101
"etort-155","etort-168",0.168541
"etort-156","etort-168",0.167119
"etort-157","etort-168",0.168783
"etort-158","etort-168",0.170117
"etort-159","etort-168",0.168348
"etort-161","etort-168",0.167982
"etort-162","etort-168",0.165922
"etort-163","etort-168",0.165754
"etort-164","etort-168",0.164846
"etort-166","etort-168",0.169195
"etort-167","etort-168",0.165567
"etort-168","etort-168",0.110387
"etort-15","etort-169",0.169423
"etort-17","etort-169",0.170993
"etort-31","etort-169",0.172702
"etort-36","etort-169",0.171669
"etort-37","etort-169",0.169392
"etort-38","etort-169",0.1719
"etort-46","etort-169",0.17101
"etort-47","etort-169",0.170725
"etort-48","etort-169",0.167296
"etort-49","etort-169",0.172143
"etort-51","etort-169",0.177587
"etort-53","etort-169",0.171192
"etort-55","etort-169",0.170371
"etort-56 (sheared2)","etort-169",0.171102
"etort-58","etort-169",0.171164
"etort-59","etort-169",0.175292
"etort-62","etort-169",0.170878
"etort-78","etort-169",0.171256
"etort-79","etort-169",0.170613
"etort-80","etort-169",0.169566
"etort-81","etort-169",0.169574
"etort-82","etort-169",0.167152
"etort-83","etort-169",0.170855
"etort-84","etort-169",0.17107
"etort-85","etort-169",0.169846
"etort-86","etort-169",0.170946
"etort-87","etort-169",0.169981
"etort-89","etort-169",0.170655
"etort-90","etort-169",0.169
"etort-93","etort-169",0.170708
"etort-94","etort-169",0.171881
"etort-95","etort-169",0.168719
"etort-112","etort-169",0.175389
"etort-113","etort-169",0.17571
"etort-130","etort-169",0.169543
"etort-131","etort-169",0.16775
"etort-132","etort-169",0.167782
"etort-133","etort-169",0.16978
"etort-134","etort-169",0.168458
"etort-135","etort-169",0.165331
"etort-136","etort-169",0.166808
"etort-137","etort-169",0.168374
"etort-138","etort-169",0.170557
"etort-139","etort-169",0.168469
"etort-140","etort-169",0.166838
"etort-141","etort-169",0.167351
"etort-142","etort-169",0.169791
"etort-143","etort-169",0.165062
"etort-144","etort-169",0.170139
"etort-145","etort-169",0.166336
"etort-146","etort-169",0.16709
"etort-147","etort-169",0.167953
"etort-148","etort-169",0.173546
"etort-149","etort-169",0.169632
"etort-150","etort-169",0.167529
"etort-151","etort-169",0.168539
"etort-152","etort-169",0.169221
"etort-153","etort-169",0.168074
"etort-154","etort-169",0.17042
"etort-155","etort-169",0.167999
"etort-156","etort-169",0.167861
"etort-157","etort-169",0.163262
"etort-158","etort-169",0.169503
"etort-159","etort-169",0.169677
"etort-161","etort-169",0.168314
"etort-162","etort-169",0.167005
"etort-163","etort-169",0.167324
"etort-164","etort-169",0.166485
"etort-166","etort-169",0.167485
"etort-167","etort-169",0.166159
"etort-168","etort-169",0.167967
"etort-169","etort-169",0.110446
"etort-15","etort-170",0.167713
"etort-17","etort-170",0.168253
"etort-31","etort-170",0.169316
"etort-36","etort-170",0.170238
"etort-37","etort-170",0.167724
"etort-38","etort-170",0.169737
"etort-46","etort-170",0.170845
"etort-47","etort-170",0.171262
"etort-48","etort-170",0.168282
"etort-49","etort-170",0.173448
"etort-51","etort-170",0.178101
"etort-53","etort-170",0.16878
"etort-55","etort-170",0.169623
"etort-56 (sheared2)","etort-170",0.171031
"etort-58","etort-170",0.168619
"etort-59","etort-170",0.173042
"etort-62","etort-170",0.168736
"etort-78","etort-170",0.169733
"etort-79","etort-170",0.170442
"etort-80","etort-170",0.169447
"etort-81","etort-170",0.169164
"etort-82","etort-170",0.168172
"etort-83","etort-170",0.171052
"etort-84","etort-170",0.168152
"etort-85","etort-170",0.17035
"etort-86","etort-170",0.168517
"etort-87","etort-170",0.170039
"etort-89","etort-170",0.171052
"etort-90","etort-170",0.168677
"etort-93","etort-170",0.169078
"etort-94","etort-170",0.171784
"etort-95","etort-170",0.166211
"etort-112","etort-170",0.174013
"etort-113","etort-170",0.174264
"etort-130","etort-170",0.169071
"etort-131","etort-170",0.165902
"etort-132","etort-170",0.168566
"etort-133","etort-170",0.169826
"etort-134","etort-170",0.167905
"etort-135","etort-170",0.165009
"etort-136","etort-170",0.167762
"etort-137","etort-170",0.170494
"etort-138","etort-170",0.169991
"etort-139","etort-170",0.170026
"etort-140","etort-170",0.166274
"etort-141","etort-170",0.167133
"etort-142","etort-170",0.171702
"etort-143","etort-170",0.166798
"etort-144","etort-170",0.169001
"etort-145","etort-170",0.165881
"etort-146","etort-170",0.165782
"etort-147","etort-170",0.165471
"etort-148","etort-170",0.174001
"etort-149","etort-170",0.167118
"etort-150","etort-170",0.166621
"etort-151","etort-170",0.167163
"etort-152","etort-170",0.167771
"etort-153","etort-170",0.168634
"etort-154","etort-170",0.168491
"etort-155","etort-170",0.165751
"etort-156","etort-170",0.165983
"etort-157","etort-170",0.169759
"etort-158","etort-170",0.169648
"etort-159","etort-170",0.170041
"etort-161","etort-170",0.167751
"etort-162","etort-170",0.164923
"etort-163","etort-170",0.167454
"etort-164","etort-170",0.165577
"etort-166","etort-170",0.168226
"etort-167","etort-170",0.166528
"etort-168","etort-170",0.168253
"etort-169","etort-170",0.1696
"etort-170","etort-170",0.109481
"etort-15","etort-172",0.165705
"etort-17","etort-172",0.167237
"etort-31","etort-172",0.168706
"etort-36","etort-172",0.168878
"etort-37","etort-172",0.165416
"etort-38","etort-172",0.168503
"etort-46","etort-172",0.168311
"etort-47","etort-172",0.167778
"etort-48","etort-172",0.16642
"etort-49","etort-172",0.171268
"etort-51","etort-172",0.176619
"etort-53","etort-172",0.167066
"etort-55","etort-172",0.167224
"etort-56 (sheared2)","etort-172",0.168913
"etort-58","etort-172",0.167121
"etort-59","etort-172",0.172909
"etort-62","etort-172",0.167484
"etort-78","etort-172",0.168183
"etort-79","etort-172",0.167455
"etort-80","etort-172",0.167617
"etort-81","etort-172",0.168598
"etort-82","etort-172",0.166297
"etort-83","etort-172",0.167391
"etort-84","etort-172",0.168402
"etort-85","etort-172",0.167409
"etort-86","etort-172",0.167613
"etort-87","etort-172",0.167103
"etort-89","etort-172",0.169319
"etort-90","etort-172",0.166575
"etort-93","etort-172",0.167329
"etort-94","etort-172",0.169947
"etort-95","etort-172",0.164084
"etort-112","etort-172",0.172078
"etort-113","etort-172",0.173449
"etort-130","etort-172",0.165333
"etort-131","etort-172",0.165362
"etort-132","etort-172",0.166686
"etort-133","etort-172",0.166786
"etort-134","etort-172",0.1655
"etort-135","etort-172",0.163463
"etort-136","etort-172",0.165553
"etort-137","etort-172",0.168164
"etort-138","etort-172",0.166357
"etort-139","etort-172",0.167221
"etort-140","etort-172",0.162505
"etort-141","etort-172",0.164463
"etort-142","etort-172",0.167564
"etort-143","etort-172",0.16408
"etort-144","etort-172",0.166605
"etort-145","etort-172",0.163141
"etort-146","etort-172",0.16386
"etort-147","etort-172",0.165258
"etort-148","etort-172",0.171512
"etort-149","etort-172",0.165372
"etort-150","etort-172",0.164955
"etort-151","etort-172",0.164464
"etort-152","etort-172",0.165606
"etort-153","etort-172",0.164055
"etort-154","etort-172",0.167959
"etort-155","etort-172",0.162915
"etort-156","etort-172",0.16376
"etort-157","etort-172",0.167491
"etort-158","etort-172",0.167799
"etort-159","etort-172",0.167735
"etort-161","etort-172",0.164779
"etort-162","etort-172",0.162781
"etort-163","etort-172",0.164077
"etort-164","etort-172",0.163654
"etort-166","etort-172",0.165245
"etort-167","etort-172",0.162931
"etort-168","etort-172",0.165526
"etort-169","etort-172",0.167116
"etort-170","etort-172",0.164172
"etort-172","etort-172",0.110118
"etort-15","etort-173",0.170053
"etort-17","etort-173",0.171761
"etort-31","etort-173",0.172556
"etort-36","etort-173",0.171242
"etort-37","etort-173",0.169671
"etort-38","etort-173",0.17266
"etort-46","etort-173",0.169373
"etort-47","etort-173",0.169546
"etort-48","etort-173",0.168159
"etort-49","etort-173",0.173266
"etort-51","etort-173",0.176665
"etort-53","etort-173",0.170582
"etort-55","etort-173",0.169706
"etort-56 (sheared2)","etort-173",0.171871
"etort-58","etort-173",0.170504
"etort-59","etort-173",0.175052
"etort-62","etort-173",0.171205
"etort-78","etort-173",0.172207
"etort-79","etort-173",0.171074
"etort-80","etort-173",0.169483
"etort-81","etort-173",0.168121
"etort-82","etort-173",0.16615
"etort-83","etort-173",0.170659
"etort-84","etort-173",0.169524
"etort-85","etort-173",0.168532
"etort-86","etort-173",0.171174
"etort-87","etort-173",0.170905
"etort-89","etort-173",0.168821
"etort-90","etort-173",0.167765
"etort-93","etort-173",0.170427
"etort-94","etort-173",0.173093
"etort-95","etort-173",0.168303
"etort-112","etort-173",0.174333
"etort-113","etort-173",0.175454
"etort-130","etort-173",0.169283
"etort-131","etort-173",0.166635
"etort-132","etort-173",0.168136
"etort-133","etort-173",0.169515
"etort-134","etort-173",0.166749
"etort-135","etort-173",0.164895
"etort-136","etort-173",0.166563
"etort-137","etort-173",0.169333
"etort-138","etort-173",0.168309
"etort-139","etort-173",0.169913
"etort-140","etort-173",0.164147
"etort-141","etort-173",0.166079
"etort-142","etort-173",0.170915
"etort-143","etort-173",0.16778
"etort-144","etort-173",0.168711
"etort-145","etort-173",0.165094
"etort-146","etort-173",0.167769
"etort-147","etort-173",0.165812
"etort-148","etort-173",0.173382
"etort-149","etort-173",0.166171
"etort-150","etort-173",0.166823
"etort-151","etort-173",0.167622
"etort-152","etort-173",0.168879
"etort-153","etort-173",0.167569
"etort-154","etort-173",0.169509
"etort-155","etort-173",0.167436
"etort-156","etort-173",0.167656
"etort-157","etort-173",0.169369
"etort-158","etort-173",0.168993
"etort-159","etort-173",0.168957
"etort-161","etort-173",0.165189
"etort-162","etort-173",0.165877
"etort-163","etort-173",0.166284
"etort-164","etort-173",0.16571
"etort-166","etort-173",0.166928
"etort-167","etort-173",0.165343
"etort-168","etort-173",0.168596
"etort-169","etort-173",0.168734
"etort-170","etort-173",0.168882
"etort-172","etort-173",0.166199
"etort-173","etort-173",0.109558
"etort-15","etort-174",0.169421
"etort-17","etort-174",0.171171
"etort-31","etort-174",0.171747
"etort-36","etort-174",0.17134
"etort-37","etort-174",0.16901
"etort-38","etort-174",0.171178
"etort-46","etort-174",0.170866
"etort-47","etort-174",0.17066
"etort-48","etort-174",0.167517
"etort-49","etort-174",0.172709
"etort-51","etort-174",0.176193
"etort-53","etort-174",0.170785
"etort-55","etort-174",0.170064
"etort-56 (sheared2)","etort-174",0.170381
"etort-58","etort-174",0.170175
"etort-59","etort-174",0.174371
"etort-62","etort-174",0.171094
"etort-78","etort-174",0.171108
"etort-79","etort-174",0.170883
"etort-80","etort-174",0.169328
"etort-81","etort-174",0.16981
"etort-82","etort-174",0.167964
"etort-83","etort-174",0.169284
"etort-84","etort-174",0.170771
"etort-85","etort-174",0.168592
"etort-86","etort-174",0.170521
"etort-87","etort-174",0.1705
"etort-89","etort-174",0.16935
"etort-90","etort-174",0.169029
