"etort1","etort2","DISTANCE","pi","npi"
"etort-49","etort-179",64.96741686,0.196704,0.211224655766859
"etort-49","etort-180",68.06149954,0.195732,0.211199123612517
"etort-49","etort-181",69.39478506,0.199587,0.213173365522361
"etort-49","etort-182",63.9472429,0.196039,0.211615522339716
"etort-49","etort-183",63.08816315,0.199553,0.212333597034735
"etort-49","etort-184",65.01841278,0.197918,0.211038443421851
"etort-49","etort-185",63.83757771,0.199269,0.213182502040329
"etort-49","etort-186",71.69466125,0.196004,0.212405256047654
"etort-49","etort-187",64.73540216,0.19872,0.212119657666138
"etort-50","etort-51",2.680691142,0.196912,0.212391024605541
"etort-50","etort-52",24.64733438,0.201918,0.217582162060862
"etort-50","etort-53",168.7963646,0.199406,0.232021978673624
"etort-50","etort-54",23.26416128,0.19732,0.216972054938594
"etort-50","etort-55",35.15796541,0.192938,0.214135882976716
"etort-50","etort-56",58.47633068,0.1929,0.215527239478755
"etort-50","etort-57",161.2713413,0.205324,0.236076893732112
"etort-50","etort-58",257.3674535,0.201451,0.248544656138454
"etort-50","etort-59",99.71322926,0.197742,0.223106045952708
"etort-50","etort-60",122.48874,0.199308,0.229159790809627
"etort-50","etort-61",153.1926199,0.208207,0.23347990243963
"etort-50","etort-62",126.7897809,0.199194,0.226001996583987
"etort-50","etort-63",108.2630743,0.204517,0.226612626338043
"etort-50","etort-64",116.1672206,0.202273,0.22747051928483
"etort-50","etort-65",135.7714689,0.203015,0.231139024790175
"etort-50","etort-66",123.2507617,0.20024,0.228910455128952
"etort-50","etort-67",125.440415,0.204225,0.229451318145631
"etort-50","etort-68",116.2014288,0.200518,0.23107293873637
"etort-50","etort-69",85.48744105,0.200218,0.224121941251098
"etort-50","etort-70",3.560195079,0.19438,0.213210055348727
"etort-50","etort-71",154.6679936,0.203925,0.233275600124183
"etort-50","etort-72",174.75192,0.203127,0.237069578733397
"etort-50","etort-73",106.3077613,0.200397,0.224742968054261
"etort-50","etort-74",90.30258612,0.204598,0.226640516084137
"etort-50","etort-75",6.936765024,0.194182,0.211027309025903
"etort-50","etort-76",5.207517643,0.195265,0.213529312328142
"etort-50","etort-77",40.81879701,0.200911,0.219646657397584
"etort-50","etort-78",164.0761315,0.199682,0.234942844910377
"etort-50","etort-79",98.03538853,0.195319,0.220314674964151
"etort-50","etort-80",106.6712394,0.195071,0.222162286396471
"etort-50","etort-81",43.0301461,0.193308,0.214125340770896
"etort-50","etort-82",42.76057657,0.195751,0.215664732720492
"etort-50","etort-83",43.29294419,0.196614,0.216276438233271
"etort-50","etort-84",40.8849676,0.196668,0.216509357875259
"etort-50","etort-85",40.11727215,0.195065,0.214390862713405
"etort-50","etort-86",219.2723609,0.198676,0.24035234824226
"etort-50","etort-87",106.4155838,0.194576,0.221846215838802
"etort-50","etort-88",10.61585607,0.194317,0.213421603120624
"etort-50","etort-89",43.30941012,0.196154,0.214411584331339
"etort-50","etort-90",46.38868587,0.200768,0.217783838939778
"etort-50","etort-91",7.402717406,0.192933,0.2094978422412
"etort-50","etort-92",39.86582306,0.193356,0.212149146490087
"etort-50","etort-93",106.2298638,0.194295,0.22182010281901
"etort-50","etort-94",62.04235515,0.193458,0.214427648086874
"etort-50","etort-95",100.0376387,0.195694,0.221161331717049
"etort-50","etort-96",43.13778535,0.201282,0.219306519100519
"etort-50","etort-97",109.6730313,0.200579,0.228093436852634
"etort-50","etort-98",80.89873176,0.201973,0.221114874823489
"etort-50","etort-99",83.06534244,0.202589,0.222009800637918
"etort-50","etort-100",125.8304002,0.202857,0.226471929755233
"etort-50","etort-102",92.82935039,0.191306,0.220838881875835
"etort-50","etort-103",56.69701559,0.192511,0.220226090229828
"etort-50","etort-104",76.4537338,0.19502,0.218367924491762
"etort-50","etort-105",94.30015115,0.193517,0.221234910943524
"etort-50","etort-106",197.3480352,0.198022,0.237342238558409
"etort-50","etort-107",200.7502625,0.190423,0.235750355570862
"etort-50","etort-108",215.7923745,0.189323,0.237446004086932
"etort-50","etort-109",171.7849588,0.192845,0.232808633983063
"etort-50","etort-110",198.1886627,0.210018,0.240249873905651
"etort-50","etort-111",186.4910042,0.207435,0.237997689948781
"etort-50","etort-112",105.298236,0.201163,0.222688581408749
"etort-50","etort-113",88.53337439,0.199802,0.220099708257937
"etort-50","etort-115",51.84600461,0.201761,0.218137622162872
"etort-50","etort-116",64.05124,0.199267,0.219571848748345
"etort-50","etort-117",76.31543637,0.198094,0.218807605119989
"etort-50","etort-119",187.808186,0.201443,0.238064028000849
"etort-50","etort-120",162.3813924,0.200652,0.234373032398541
"etort-50","etort-121",134.276994,0.20364,0.229517875694622
"etort-50","etort-122",134.5921638,0.205585,0.2311462232913
"etort-50","etort-123",132.8002156,0.205455,0.230430262105168
"etort-50","etort-124",137.9827427,0.201049,0.228386162575331
"etort-50","etort-125",130.3266573,0.202516,0.22696261437753
"etort-50","etort-126",146.726314,0.205467,0.2315893096013
"etort-50","etort-127",144.5791943,0.206635,0.230700749558936
"etort-50","etort-128",143.6021659,0.203528,0.230500926377966
"etort-50","etort-129",147.8791828,0.204687,0.231366612369382
"etort-50","etort-130",55.59242456,0.196952,0.215995520220111
"etort-50","etort-131",65.58995894,0.194276,0.215681080387027
"etort-50","etort-132",56.62641981,0.197396,0.216786195537335
"etort-50","etort-133",55.83279464,0.198093,0.216658554477598
"etort-50","etort-134",53.13144323,0.195096,0.214938916547914
"etort-50","etort-135",51.92403479,0.192963,0.214500572389043
"etort-50","etort-136",58.20065592,0.195247,0.216027161724498
"etort-50","etort-137",52.11343028,0.197912,0.21544110499947
"etort-50","etort-138",56.09286565,0.196916,0.216551547122456
"etort-50","etort-139",60.48153637,0.198243,0.217611979135003
"etort-50","etort-140",56.99491397,0.197367,0.217315025958803
"etort-50","etort-141",59.75295755,0.198065,0.217374546216881
"etort-50","etort-142",59.66952435,0.196784,0.217382799359981
"etort-50","etort-143",50.94825809,0.194876,0.215260536090016
"etort-50","etort-144",50.61619639,0.19683,0.217295785733055
"etort-50","etort-145",53.88432315,0.190558,0.213535870973867
"etort-50","etort-146",57.94062517,0.19235,0.213785228167473
"etort-50","etort-147",62.73250358,0.196319,0.216734861892246
"etort-50","etort-148",59.10896116,0.195756,0.214392737236812
"etort-50","etort-149",59.63037331,0.19404,0.216042518100766
"etort-50","etort-150",59.31580511,0.194703,0.215669425677563
"etort-50","etort-151",56.15376765,0.19743,0.216019644220374
"etort-50","etort-152",57.97998397,0.194837,0.214348908883745
"etort-50","etort-153",57.55963232,0.192356,0.213355733397388
"etort-50","etort-154",57.22526358,0.195249,0.215464483204844
"etort-50","etort-155",58.67658205,0.19171,0.212382663028016
"etort-50","etort-156",58.96910869,0.195691,0.216763115215733
"etort-50","etort-157",60.58328028,0.19538,0.215052497634077
"etort-50","etort-158",58.63700573,0.194322,0.214365420574243
"etort-50","etort-159",51.19422297,0.194762,0.21505305211221
"etort-50","etort-161",49.57123182,0.19536,0.215868704195744
"etort-50","etort-162",49.50514439,0.19594,0.214495477315589
"etort-50","etort-163",58.21750875,0.195786,0.216546430168027
"etort-50","etort-164",57.04185165,0.193238,0.214403571056778
"etort-50","etort-166",59.1208934,0.195805,0.21611807668135
"etort-50","etort-167",59.86532013,0.194263,0.215985749093786
"etort-50","etort-168",61.40773583,0.198851,0.218061402699934
"etort-50","etort-169",64.09471131,0.195177,0.214894243455875
"etort-50","etort-170",69.2613386,0.198056,0.218876430247913
"etort-50","etort-172",66.42893069,0.19596,0.216952267942241
"etort-50","etort-173",68.39983458,0.196289,0.216186711690601
"etort-50","etort-174",69.02801016,0.199306,0.218136976332187
"etort-50","etort-175",68.33649457,0.197165,0.217967312380024
"etort-50","etort-176",68.37117774,0.192985,0.214128987887461
"etort-50","etort-177",66.58512224,0.19838,0.219457528775873
"etort-50","etort-178",67.45547154,0.194568,0.215602849015634
"etort-50","etort-179",65.5876589,0.19715,0.218016674896152
"etort-50","etort-180",68.79969434,0.194718,0.216370420352277
"etort-50","etort-181",70.12276034,0.199895,0.219869066907838
"etort-50","etort-182",64.66406094,0.19542,0.217237882981112
"etort-50","etort-183",63.78910086,0.197261,0.216153960281142
"etort-50","etort-184",65.6721976,0.199463,0.219028252739353
"etort-50","etort-185",64.46996799,0.198138,0.218293648341157
"etort-50","etort-186",72.40113375,0.193362,0.215790819859804
"etort-50","etort-187",65.27815184,0.198069,0.217729541831487
"etort-51","etort-52",23.5107459,0.214431,0.218442776984087
"etort-51","etort-53",171.344512,0.20729,0.22801904468953
"etort-51","etort-54",23.01783624,0.210569,0.218891549737071
"etort-51","etort-55",37.75587987,0.200273,0.210133815197074
"etort-51","etort-56",60.79581569,0.201307,0.212633007295964
"etort-51","etort-57",158.7896286,0.218043,0.237005148591361
"etort-51","etort-58",260.0023397,0.209121,0.24391275713574
"etort-51","etort-59",102.2725729,0.205991,0.219716427479558
"etort-51","etort-60",120.5607651,0.214013,0.232624636164302
"etort-51","etort-61",150.581004,0.221948,0.235292063492056
"etort-51","etort-62",129.4148655,0.207741,0.22282304610977
"etort-51","etort-63",105.6975918,0.219408,0.22983121617401
"etort-51","etort-64",113.4865609,0.216894,0.230587949554205
"etort-51","etort-65",133.1782645,0.215311,0.231746526299556
"etort-51","etort-66",120.605837,0.215127,0.232493908813026
"etort-51","etort-67",122.7695183,0.220109,0.233787517251825
"etort-51","etort-68",113.534526,0.210743,0.229588826095596
"etort-51","etort-69",83.599991,0.21644,0.229044911511626
"etort-51","etort-70",6.146262767,0.205409,0.212998938644013
"etort-51","etort-71",152.1832842,0.218199,0.235968192705381
"etort-51","etort-72",172.1882871,0.217923,0.240443537265633
"etort-51","etort-73",103.8409875,0.215707,0.228697280907253
"etort-51","etort-74",88.60190813,0.217306,0.227567244084088
"etort-51","etort-75",7.745945133,0.205982,0.211622006443823
"etort-51","etort-76",6.177501194,0.204431,0.211340005640686
"etort-51","etort-77",38.16496773,0.215068,0.222279057000642
"etort-51","etort-78",166.5216549,0.207113,0.230373505471864
"etort-51","etort-79",100.5277766,0.206752,0.220470516390877
"etort-51","etort-80",109.0768231,0.202318,0.217828156071273
"etort-51","etort-81",45.68018866,0.201319,0.210816631639515
"etort-51","etort-82",45.38697232,0.204741,0.213246458956743
"etort-51","etort-83",45.92392949,0.206663,0.214911356526493
"etort-51","etort-84",43.49277808,0.205805,0.214190773084745
"etort-51","etort-85",42.74981836,0.205341,0.213355802449894
"etort-51","etort-86",221.9500365,0.206537,0.236212400086096
"etort-51","etort-87",108.9432131,0.205072,0.221040058534921
"etort-51","etort-88",13.14217033,0.20092,0.20861840292552
"etort-51","etort-89",45.92284018,0.206517,0.213407044242875
"etort-51","etort-90",49.0104657,0.209093,0.21442356685043
"etort-51","etort-91",9.816219231,0.20501,0.210450493482332
"etort-51","etort-92",42.39246496,0.206134,0.213813504799475
"etort-51","etort-93",108.4051952,0.204766,0.221003417921898
"etort-51","etort-94",64.43829952,0.204078,0.213841574732269
"etort-51","etort-95",102.7068723,0.204698,0.218699178354739
"etort-51","etort-96",40.92340406,0.214338,0.220773855767868
"etort-51","etort-97",109.0539795,0.211544,0.227420654614299
"etort-51","etort-98",79.75370452,0.217332,0.224931451440293
"etort-51","etort-99",82.60200616,0.215844,0.223613558464734
"etort-51","etort-100",124.9969522,0.217872,0.229946957823863
"etort-51","etort-102",91.61358909,0.207279,0.226205999472639
"etort-51","etort-103",54.55652835,0.207163,0.224040883285455
"etort-51","etort-104",75.65616491,0.210854,0.223199596105395
"etort-51","etort-105",93.59255514,0.209914,0.226870384692375
"etort-51","etort-106",195.1625029,0.21287,0.241200341204941
"etort-51","etort-107",198.503795,0.206373,0.241539240825098
"etort-51","etort-108",213.7052632,0.207363,0.245863817750253
"etort-51","etort-109",169.370914,0.210234,0.239936057717976
"etort-51","etort-110",195.8505944,0.223994,0.242239466468453
"etort-51","etort-111",184.1599637,0.22101,0.239720125616696
"etort-51","etort-112",107.7760279,0.210109,0.21988538620608
"etort-51","etort-113",91.13033529,0.210237,0.218942792218784
"etort-51","etort-115",52.03081284,0.213325,0.218040401601565
"etort-51","etort-116",64.40330781,0.210393,0.219166629274046
"etort-51","etort-117",77.14605803,0.213191,0.222618793069065
"etort-51","etort-119",186.6569772,0.216917,0.242346667625292
"etort-51","etort-120",161.6744874,0.214292,0.236631180495988
"etort-51","etort-121",131.8689152,0.219796,0.234193629787497
"etort-51","etort-122",132.2134477,0.218718,0.23247795118623
"etort-51","etort-123",130.4209312,0.219972,0.233234111640088
"etort-51","etort-124",135.6070149,0.215809,0.231760430241249
"etort-51","etort-125",127.9524494,0.216971,0.229878598768693
"etort-51","etort-126",144.3081329,0.219598,0.233995052288921
"etort-51","etort-127",142.1685532,0.22214,0.234462696026036
"etort-51","etort-128",141.1888656,0.219089,0.234569179784441
"etort-51","etort-129",145.4700432,0.220483,0.235606573060528
"etort-51","etort-130",58.2677686,0.206476,0.214069991943874
"etort-51","etort-131",68.26848515,0.205316,0.215485254911086
"etort-51","etort-132",59.28708603,0.20653,0.214426416103862
"etort-51","etort-133",58.51347007,0.208988,0.216087640749861
"etort-51","etort-134",55.80589765,0.205047,0.213561014709156
"etort-51","etort-135",54.60362012,0.202434,0.212735385960725
"etort-51","etort-136",60.87838165,0.203823,0.213195996778482
"etort-51","etort-137",54.79412042,0.204938,0.210902049379071
"etort-51","etort-138",58.74688434,0.206507,0.214692527652639
"etort-51","etort-139",63.14326524,0.207735,0.215574048480732
"etort-51","etort-140",59.67308945,0.203285,0.211603290234703
"etort-51","etort-141",62.40159031,0.20554,0.213254973386609
"etort-51","etort-142",62.34035006,0.203418,0.212435277786775
"etort-51","etort-143",53.61884931,0.205525,0.214621182611479
"etort-51","etort-144",53.29656779,0.208024,0.21710774677671
"etort-51","etort-145",56.54988787,0.202431,0.214448267120615
"etort-51","etort-146",60.59153368,0.203029,0.213326812638154
"etort-51","etort-147",65.41084297,0.207431,0.216492057145094
"etort-51","etort-148",61.68823302,0.208445,0.215818333635958
"etort-51","etort-149",62.27438994,0.202224,0.212854348553955
"etort-51","etort-150",61.98080045,0.205079,0.214752879452663
"etort-51","etort-151",58.73480256,0.208623,0.215796379059563
"etort-51","etort-152",60.61564163,0.204744,0.212942766917478
"etort-51","etort-153",60.21213733,0.204549,0.214485435545239
"etort-51","etort-154",59.84662802,0.206004,0.214913844412732
"etort-51","etort-155",61.32687386,0.204118,0.213775270765342
"etort-51","etort-156",61.57396347,0.205477,0.215168956471398
"etort-51","etort-157",63.25755469,0.20462,0.212918957883632
"etort-51","etort-158",61.29645858,0.20638,0.215229716073545
"etort-51","etort-159",53.87252407,0.203932,0.212876945185627
"etort-51","etort-161",52.24508958,0.204974,0.214118740584224
"etort-51","etort-162",52.18538119,0.203352,0.210448265078472
"etort-51","etort-163",60.89004927,0.203689,0.212980007027814
"etort-51","etort-164",59.71250848,0.202603,0.21251383981914
"etort-51","etort-166",61.79629656,0.206085,0.215038174663047
"etort-51","etort-167",62.5448161,0.203507,0.21390267901821
"etort-51","etort-168",64.0789102,0.205772,0.213323728998849
"etort-51","etort-169",66.77114315,0.205209,0.213596638440046
"etort-51","etort-170",71.92897886,0.206646,0.215893646866129
"etort-51","etort-172",69.08923442,0.20656,0.216194606172872
"etort-51","etort-173",71.06482188,0.206467,0.214973806586639
"etort-51","etort-174",71.70211479,0.207371,0.214564961864268
"etort-51","etort-175",71.0114185,0.204512,0.213738229679419
"etort-51","etort-176",71.04829287,0.206428,0.216532146375404
"etort-51","etort-177",69.26115475,0.204559,0.213930672538297
"etort-51","etort-178",70.13206543,0.20559,0.215370855507503
"etort-51","etort-179",68.26020338,0.205596,0.214936145927049
"etort-51","etort-180",71.4786391,0.203759,0.214047645580649
"etort-51","etort-181",72.80128478,0.205683,0.213876203430154
"etort-51","etort-182",67.34231676,0.205281,0.215733293424214
"etort-51","etort-183",66.4666893,0.206097,0.213498831575963
"etort-51","etort-184",68.3470759,0.204967,0.212776471445182
"etort-51","etort-185",67.14347819,0.206951,0.215547365752921
"etort-51","etort-186",75.07864924,0.20358,0.214782459681489
"etort-51","etort-187",67.94385027,0.20784,0.215989107279404
"etort-52","etort-53",174.651303,0.223287,0.245380747020579
"etort-52","etort-54",8.176045254,0.195241,0.202763537746381
"etort-52","etort-55",47.30244247,0.214141,0.224469657508469
"etort-52","etort-56",80.55787759,0.215436,0.227339215463174
"etort-52","etort-57",143.276164,0.205964,0.223661495597782
"etort-52","etort-58",273.4253322,0.224431,0.261519446384474
"etort-52","etort-59",106.9503888,0.208265,0.221929405058118
"etort-52","etort-60",131.2928394,0.201232,0.218522857441442
"etort-52","etort-61",138.3280969,0.209304,0.221675576216811
"etort-52","etort-62",135.7187736,0.2163,0.231781454473014
"etort-52","etort-63",92.6362476,0.206096,0.215680258142783
"etort-52","etort-64",106.9728479,0.206147,0.218952729514319
"etort-52","etort-65",120.5061549,0.205433,0.220902941403442
"etort-52","etort-66",117.6979601,0.203194,0.21938746666971
"etort-52","etort-67",117.9708066,0.205461,0.218020429565908
"etort-52","etort-68",109.2988998,0.199786,0.217443743586716
"etort-52","etort-69",95.51793974,0.203888,0.21555547770467
"etort-52","etort-70",27.40157304,0.206457,0.213880828982975
"etort-52","etort-71",136.7706007,0.206378,0.222971001750397
"etort-52","etort-72",158.3503452,0.20423,0.225119881828574
"etort-52","etort-73",88.61942659,0.205327,0.217483893496836
"etort-52","etort-74",102.1322138,0.205247,0.214733165133534
"etort-52","etort-75",31.23299161,0.215535,0.221224710869487
"etort-52","etort-76",29.59438764,0.213993,0.221013500983096
"etort-52","etort-77",33.11948123,0.198631,0.205094518614839
"etort-52","etort-78",184.198387,0.22133,0.245951644468875
"etort-52","etort-79",117.9464403,0.219019,0.233328004556708
"etort-52","etort-80",127.5309477,0.217041,0.233456273543937
"etort-52","etort-81",56.12369351,0.213474,0.223331184133569
"etort-52","etort-82",54.93900823,0.217611,0.226434255242266
"etort-52","etort-83",55.5872452,0.215692,0.224086115722296
"etort-52","etort-84",52.63910216,0.214944,0.223488118119286
"etort-52","etort-85",52.77852477,0.217354,0.225621612123029
"etort-52","etort-86",232.8146897,0.223443,0.255302963960258
"etort-52","etort-87",125.729088,0.218848,0.235663040851974
"etort-52","etort-88",27.85518731,0.210713,0.218577297727045
"etort-52","etort-89",54.99700295,0.217873,0.224926503346578
"etort-52","etort-90",58.07875106,0.221154,0.226575056185586
"etort-52","etort-91",25.47940935,0.214147,0.219619638722837
"etort-52","etort-92",60.49273123,0.214234,0.22200265769306
"etort-52","etort-93",128.8556147,0.2192,0.236355639279713
"etort-52","etort-94",83.46447055,0.21767,0.227865621311631
"etort-52","etort-95",115.426841,0.219423,0.234207056421229
"etort-52","etort-96",24.58375596,0.197707,0.203448639525282
"etort-52","etort-97",85.95283787,0.196444,0.210985319192656
"etort-52","etort-98",56.26880105,0.197813,0.204534048024216
"etort-52","etort-99",59.94345944,0.200382,0.207396362126022
"etort-52","etort-100",101.5807062,0.200338,0.211238880526468
"etort-52","etort-102",68.18229428,0.191433,0.20871318955
"etort-52","etort-103",36.15483803,0.190896,0.206251059544991
"etort-52","etort-104",52.32094441,0.193756,0.204904263756508
"etort-52","etort-105",70.36048415,0.192681,0.20804609566603
"etort-52","etort-106",175.7214659,0.201832,0.228474511099304
"etort-52","etort-107",179.6373784,0.195761,0.228899724299659
"etort-52","etort-108",193.4220629,0.195605,0.231700825367907
"etort-52","etort-109",152.6717422,0.196132,0.223627545784313
"etort-52","etort-110",178.01431,0.211194,0.228178314107663
"etort-52","etort-111",166.2759602,0.209579,0.2271039098136
"etort-52","etort-112",110.3107403,0.216375,0.226226286723644
"etort-52","etort-113",97.23657389,0.214126,0.222779477568747
"etort-52","etort-115",33.03925014,0.199454,0.203667740163864
"etort-52","etort-116",45.84573361,0.195681,0.203646090168744
"etort-52","etort-117",61.42693937,0.198785,0.207377121788078
"etort-52","etort-119",203.357616,0.20324,0.226849028870929
"etort-52","etort-120",181.0061149,0.204805,0.225938812835298
"etort-52","etort-121",115.323544,0.206735,0.220066317860854
"etort-52","etort-122",115.2331418,0.205185,0.217884896950016
"etort-52","etort-123",113.4634014,0.205556,0.217740441016467
"etort-52","etort-124",118.5580124,0.203758,0.218609323585181
"etort-52","etort-125",110.9439258,0.205679,0.217706340660629
"etort-52","etort-126",127.8208893,0.207832,0.221245775158495
"etort-52","etort-127",125.5809386,0.207399,0.218694529859059
"etort-52","etort-128",124.6490658,0.205565,0.21987903587196
"etort-52","etort-129",128.8363161,0.206908,0.220888878896282
"etort-52","etort-130",71.66543405,0.217708,0.225499133779214
"etort-52","etort-131",80.8729273,0.218639,0.229248588727924
"etort-52","etort-132",73.61843153,0.219978,0.228170065106066
"etort-52","etort-133",70.87313828,0.216819,0.223970175534774
"etort-52","etort-134",69.40026986,0.219594,0.228493211089448
"etort-52","etort-135",67.59496671,0.217232,0.228068000368733
"etort-52","etort-136",73.88867367,0.219183,0.229042986711985
"etort-52","etort-137",67.26863902,0.219269,0.225434207885182
"etort-52","etort-138",73.40205058,0.219528,0.22801128786319
"etort-52","etort-139",77.27737621,0.217724,0.225723815809747
"etort-52","etort-140",72.67157107,0.221438,0.230278561454353
"etort-52","etort-141",77.14226206,0.221356,0.229444889866683
"etort-52","etort-142",75.95142629,0.217213,0.226624755208718
"etort-52","etort-143",67.62254016,0.218864,0.228331870373162
"etort-52","etort-144",66.132248,0.217226,0.226494654954586
"etort-52","etort-145",70.73427232,0.21505,0.227598420004102
"etort-52","etort-146",75.30597658,0.21792,0.228754019786393
"etort-52","etort-147",78.15005068,0.218763,0.228100612704712
"etort-52","etort-148",68.52974264,0.214603,0.221981569098232
"etort-52","etort-149",71.29902527,0.216487,0.227649094947902
"etort-52","etort-150",75.97985178,0.217727,0.227779360030107
"etort-52","etort-151",65.81649843,0.219243,0.226564560650769
"etort-52","etort-152",69.38097564,0.21536,0.22376956983176
"etort-52","etort-153",69.7479137,0.216168,0.226451982005372
"etort-52","etort-154",68.11971641,0.213945,0.222984746799829
"etort-52","etort-155",70.69271505,0.218506,0.228625044454311
"etort-52","etort-156",69.18811118,0.21937,0.229497472959802
"etort-52","etort-157",76.55177031,0.21454,0.223027698664844
"etort-52","etort-158",75.61103058,0.214369,0.223347390103805
"etort-52","etort-159",65.67517845,0.214202,0.223383477609487
"etort-52","etort-161",63.62895834,0.215759,0.225169259603375
"etort-52","etort-162",64.50448915,0.219315,0.22675115771894
"etort-52","etort-163",74.42651824,0.219082,0.228855963233563
"etort-52","etort-164",73.43991615,0.216809,0.227197175641513
"etort-52","etort-166",75.03901172,0.218434,0.227705592069484
"etort-52","etort-167",75.18717238,0.2185,0.229441824935544
"etort-52","etort-168",77.59894443,0.219947,0.227800779591237
"etort-52","etort-169",79.71351335,0.218631,0.227349511807674
"etort-52","etort-170",81.81375775,0.220364,0.230005267167676
"etort-52","etort-172",78.60954459,0.219622,0.229645926933292
"etort-52","etort-173",80.79755983,0.220341,0.229199935237495
"etort-52","etort-174",82.14714107,0.219168,0.226554243714534
"etort-52","etort-175",81.56886917,0.219437,0.229117121584596
"etort-52","etort-176",81.86895043,0.216179,0.226543473344889
"etort-52","etort-177",80.01302826,0.216188,0.225876122373921
"etort-52","etort-178",80.91902412,0.220841,0.231126065838497
"etort-52","etort-179",78.69228742,0.220906,0.230720712039802
"etort-52","etort-180",82.57616485,0.217996,0.228784424536826
"etort-52","etort-181",83.77377211,0.220138,0.228687991316969
"etort-52","etort-182",78.47768545,0.219234,0.230176298557093
"etort-52","etort-183",77.53617069,0.217428,0.225021273771936
"etort-52","etort-184",79.00542683,0.220315,0.228490422118494
"etort-52","etort-185",77.71325308,0.221886,0.230881623008985
"etort-52","etort-186",85.81107782,0.218845,0.230666542236783
"etort-52","etort-187",77.85582008,0.221883,0.23036209534243
"etort-53","etort-54",166.4785209,0.21847,0.244992786663417
"etort-53","etort-55",133.7178675,0.195261,0.221012063250384
"etort-53","etort-56",137.6712599,0.193468,0.22044886866154
"etort-53","etort-57",309.9088385,0.222192,0.260537941492748
"etort-53","etort-58",136.6071769,0.181845,0.228804815300737
"etort-53","etort-59",69.10132908,0.197912,0.227726377675622
"etort-53","etort-60",284.3735052,0.222253,0.260609420987588
"etort-53","etort-61",310.1901708,0.229496,0.262456957796868
"etort-53","etort-62",45.08924209,0.189863,0.219687403268755
"etort-53","etort-63",264.9417725,0.228332,0.258018154621822
"etort-53","etort-64",281.591,0.224975,0.258018150190562
"etort-53","etort-65",292.3489906,0.224337,0.260480280279265
"etort-53","etort-66",291.1755146,0.221524,0.258264295790466
"etort-53","etort-67",292.2750534,0.227054,0.26015944832662
"etort-53","etort-68",283.3651489,0.219095,0.257487993802466
"etort-53","etort-69",248.3091355,0.222423,0.253915810784366
"etort-53","etort-70",166.0216492,0.21361,0.238949693967373
"etort-53","etort-71",303.9078083,0.224397,0.261784955419659
"etort-53","etort-72",327.5634692,0.22129,0.263389680716209
"etort-53","etort-73",258.6151941,0.223987,0.256180755938709
"etort-53","etort-74",250.1518647,0.226669,0.256069048978481
"etort-53","etort-75",170.2539555,0.204653,0.22681752122413
"etort-53","etort-76",169.8041115,0.205152,0.228790319277295
"etort-53","etort-77",206.24093,0.223012,0.24864395733494
"etort-53","etort-78",121.0040334,0.184525,0.221415139501238
"etort-53","etort-79",113.1189461,0.191959,0.220818881790503
"etort-53","etort-80",119.5372898,0.191054,0.221902683497586
"etort-53","etort-81",126.5223996,0.195864,0.221259360407086
"etort-53","etort-82",126.3841976,0.195343,0.219483455392801
"etort-53","etort-83",125.9180769,0.195855,0.219714250914026
"etort-53","etort-84",128.0713331,0.196214,0.220293536802011
"etort-53","etort-85",129.0710359,0.196874,0.220670398108044
"etort-53","etort-86",86.31126241,0.180391,0.222559748304116
"etort-53","etort-87",107.1406999,0.190397,0.22138676213398
"etort-53","etort-88",158.2028257,0.205065,0.229693082862456
"etort-53","etort-89",125.7068869,0.197369,0.220018303372998
"etort-53","etort-90",122.7413688,0.198333,0.21940924899046
"etort-53","etort-91",161.5562347,0.208953,0.231393119582525
"etort-53","etort-92",139.7573515,0.202709,0.22682214880762
"etort-53","etort-93",137.5031403,0.192576,0.224217875327941
"etort-53","etort-94",132.8268546,0.196709,0.222355108994475
"etort-53","etort-95",86.90839177,0.187714,0.216350121639421
"etort-53","etort-96",198.5307009,0.223742,0.248612472079602
"etort-53","etort-97",194.4460626,0.219709,0.254802666304322
"etort-53","etort-98",196.9702044,0.226689,0.253095185133641
"etort-53","etort-99",178.3136041,0.225114,0.251586645494103
"etort-53","etort-100",211.3475703,0.227199,0.258678057611371
"etort-53","etort-102",205.5947301,0.213995,0.25192969918342
"etort-53","etort-103",206.983663,0.212488,0.247899939632556
"etort-53","etort-104",185.3486678,0.2182,0.249168555204106
"etort-53","etort-105",190.2507345,0.217716,0.253836269903435
"etort-53","etort-106",327.3663638,0.218661,0.267277078235501
"etort-53","etort-107",333.7033484,0.211409,0.266922521601497
"etort-53","etort-108",338.9158941,0.210705,0.269503942464147
"etort-53","etort-109",315.9942154,0.214438,0.264010525158754
"etort-53","etort-110",336.3324817,0.23013,0.268477985822323
"etort-53","etort-111",325.1258711,0.227255,0.26590894489208
"etort-53","etort-112",64.34720343,0.199474,0.225198210426996
"etort-53","etort-113",80.64221705,0.200179,0.224888343050123
"etort-53","etort-115",158.0841062,0.225416,0.248546061406196
"etort-53","etort-116",153.6093892,0.221678,0.249110861779408
"etort-53","etort-117",139.3477081,0.220135,0.247975618802891
"etort-53","etort-119",328.3832681,0.224549,0.270633476093899
"etort-53","etort-120",292.4008167,0.222124,0.264599138178394
"etort-53","etort-121",281.2584112,0.225647,0.259365247742953
"etort-53","etort-122",280.1716344,0.225132,0.25814362276972
"etort-53","etort-123",278.5838792,0.225985,0.258482535944731
