"pop.density","sigma","refugia.coords.1","refugia.coords.2","refugia.coords.3","refugia.coords.4","refugia.radii","refugia.time","expansion.time","expansion.speed","expansion.width","seed","score","dir","hab.fact","ntrees"
4e-07,9999.9614,394020.1984,490009.6866,3987706.6501,3700735.3245,49999.8069,23315.8974,12495.1896,0.4,55590.929,1153046899,70883610,"./run_429007/iter_456226",32,500
9.6662e-07,8320.1063,713962.7209,745957.4571,3955729.3441,3987724.0803,31904.6788,10654.9449,92234.3326,0.5438,81586.8407,997828672,70910752,"./run_307183/iter_842242",32,500
4.0144e-07,10081.8354,554004.5139,746087.4927,4199999.8252,4200000,50546.9725,15625.4714,11355.0926,0.4038,50111.2219,842939398,70981128,"./run_715859/iter_142609",32,500
4.0029e-07,10061.6811,682430.4002,554090.5673,3888764.0309,4017211.9199,50064.9604,18009.3518,10744.3518,0.403,50741.8978,1770747631,70984629,"./run_305232/iter_028646",32,500
4e-07,9999.9615,394120.1996,490009.6918,3987706.5716,3699735.2816,49999.8073,23315.8991,12495.1903,0.4,55590.9311,366061447,70999458,"./run_429007/iter_478958",32,500
4e-07,10000.1947,554104.5774,745987.616,4199999.9996,4200000,50001.3013,15201.0122,10801.3206,0.4,50000.2646,1794405983,71015723,"./run_715859/iter_000127",32,500
4e-07,9999.9615,394020.1996,490009.6918,3987706.5716,3699735.2816,49999.8073,23315.8991,12485.1903,0.4,55590.9311,1547537790,71040203,"./run_429007/iter_792809",32,500
4e-07,9990,554004.5776,745987.6163,4200000,4200000,50000,15200,10800,0.4,50000,546603409,71080023,"./run_715859/iter_038739",32,500
4e-07,9999.9469,394019.991,490008.8074,3987719.966,3699742.5936,49999.7449,23315.6077,12485.0663,0.4,55590.5689,325466015,71103202,"./run_429007/iter_223923",32,500
4e-07,10000.1947,554004.5774,745987.616,4199999.9996,4200000,50001.3013,15201.0122,10801.3206,0.4,50000.2646,1361952810,71160347,"./run_715859/iter_581215",32,500
4.0004e-07,9992.33,554004.5758,745987.6128,4199999.995,4200000,50015.5735,15212.1141,10815.8047,0.4001,50003.1667,40569117,71207549,"./run_715859/iter_923310",32,500
4.0029e-07,10061.6843,682430.448,554090.5998,3888764.1027,4017211.6585,50074.9661,18009.3266,10744.3486,0.403,50741.8907,77702289,71250984,"./run_305232/iter_719208",32,500
3.9998e-07,10065.0861,426036.1786,777976.1018,4199999.9816,3795577.783,50054.4269,15197.0366,10842.7948,0.4002,50050.7127,1948392920,71258601,"./run_216558/iter_099079",32,500
4.3044e-07,10202.0487,681841.8603,350000,3992275.5456,4041122.7128,50074.0505,14931.7388,14842.3035,0.4628,55855.7946,1720123873,71264575,"./run_120723/iter_599549",32,500
4e-07,9989.9615,394020.1996,490009.6918,3987706.5716,3699735.2816,49999.8073,23315.8991,12495.1903,0.4,55590.9311,1763272045,71268927,"./run_429007/iter_724013",32,500
4e-07,10494.7305,394018.6921,681993.1201,4147693.5479,3987707.7546,49999.9774,15199.9931,11082.4086,0.4,50423.0675,795374579,71326314,"./run_482019/iter_322745",32,500
1.4478e-07,16649.8669,649996.097,713990.4432,3795724.8729,4211688.1235,53568.3412,7262.0047,15867.4944,0.3558,73537.3401,1071713279,71411628,"./run_076982/iter_000033",32,500
4e-07,10077.065,426015.9025,777984.7684,4199999.9725,3795724.8653,50060.8798,15199.9993,10840.8598,0.4002,50060.5677,697052027,71425834,"./run_216558/iter_921407",32,500
4.0046e-07,10026.0752,554004.5573,745987.5769,4198999.9443,4200000,50174.2818,15335.5679,10976.8691,0.4012,50035.4386,1712101787,71468855,"./run_715859/iter_206419",32,500
4.0052e-07,11583.5478,394238.2282,682910.4767,4156805.3901,3981268.3753,49947.8034,15322.4302,11615.0602,0.3999,51368.6284,242476959,71506913,"./run_482019/iter_750245",32,500
4.0577e-07,10327.1842,554004.323,745987.1222,4199999.3012,4200000,52186.8375,16901.067,13019.3024,0.4152,50444.6737,1580446203,71527885,"./run_715859/iter_589206",32,500
3.9993e-07,10041.0741,426076.8227,777958.7292,4200000,3795282.9519,50051.4919,15191.0979,10816.6283,0.4001,50030.9581,1470833849,71604204,"./run_216558/iter_318034",32,500
4.0088e-07,10097.9469,682976.5503,554461.8171,3889584.2365,4014225.549,50140.0072,17721.3693,10708.5238,0.4021,50660.0209,973262026,71618314,"./run_305232/iter_006175",32,500
4e-07,12799.8211,426016.5172,777984.0252,4199999,3795724.5949,52221.8013,15199.9729,12284.4639,0.4079,52200.4644,695999480,71697156,"./run_216558/iter_807008",32,500
4.0452e-07,9939.026,393144.6579,486296.9171,4043937.2525,3730431.4123,49737.714,22092.5119,11974.4236,0.3961,54070.1487,895359244,71712777,"./run_429007/iter_575771",32,500
4.0046e-07,10026.0752,554004.5573,745987.5769,4199999.9443,4200000,50174.2818,15335.5679,10976.8691,0.4012,50045.4386,1691166310,71784910,"./run_715859/iter_810706",32,500
4.0029e-07,10061.6811,682430.4002,554090.5673,3888764.0309,4017211.9199,50084.9604,18009.3518,10744.3518,0.403,50741.8978,1677761689,71799488,"./run_305232/iter_930975",32,500
4e-07,11104.1752,394018.6676,682092.9354,4147693.2654,3987707.5611,49999.9496,15199.9847,11407.9811,0.4,50944.2325,978617207,71815629,"./run_482019/iter_306193",32,500
4e-07,12211.1765,394018.6227,681992.5968,4147692.7477,3987707.2065,49999.8986,15199.9692,12023.0246,0.4,51899.4333,471590422,71882824,"./run_482019/iter_461205",32,500
3.9993e-07,10041.0741,426076.8227,778058.7292,4200000,3795282.9519,50041.4919,15191.0979,10816.6283,0.4001,50030.9581,1048495604,71896803,"./run_216558/iter_974055",32,500
4e-07,10537.806,426016.0065,777984.6426,4199999.8079,3794724.8195,50424.8557,15199.9948,11085.1445,0.4015,50422.6781,1735107405,71899704,"./run_216558/iter_267370",32,500
4.0039e-07,9994.7483,393945.2957,489692.0582,3992517.1919,3702361.3823,49977.3848,23211.2365,12450.638,0.3996,55460.8259,1097968816,71925606,"./run_429007/iter_552232",32,500
7.1227e-08,5419.9885,522007.4045,617998.9238,3763727.6998,3987707.9117,66425.033,9983.799,16297.1838,0.5937,64400.0876,1694015074,71986905,"./run_847271/iter_000037",32,500
4.0041e-07,10070.0652,682456.6617,554176.3946,3888953.6498,4016521.517,50089.9982,17942.7747,10736.0689,0.4028,50722.9691,1228650549,72002646,"./run_305232/iter_449681",32,500
7.4519e-07,637.207,681993.2701,617998.9238,3987707.9117,3891716.3923,52985.1272,16158.8405,7604.4822,0.2747,110635.9349,1872383499,72014559,"./run_580117/iter_0030",32,NA
4e-07,11019.4783,426016.1153,777984.5112,4199999.6359,3795724.7717,50805.3669,15199.9901,11340.5269,0.403,50801.2389,1909752281,72131058,"./run_216558/iter_267548",32,500
4e-07,10000.1947,554004.5774,745987.616,4199999.9996,4200000,50001.3013,15211.0122,10801.3206,0.4,50000.2646,1418024835,72134998,"./run_715859/iter_308449",32,500
4e-07,12221.1765,394018.6227,681992.5968,4147692.7477,3987707.2065,49999.8986,15199.9692,12023.0246,0.4001,51899.4333,1050640468,72153816,"./run_482019/iter_906329",32,500
4.0004e-07,10002.33,554004.5758,746087.6128,4199999.995,4200000,50015.5735,15212.1141,10815.8047,0.4001,50003.1667,874215035,72166296,"./run_715859/iter_004138",32,500
4e-07,9999.9469,394019.991,490008.8074,3987719.966,3699742.5936,49989.7449,23315.6077,12495.0663,0.4,55590.5689,1960636589,72181533,"./run_429007/iter_291404",32,500
3.9881e-07,9920.3028,683475.5021,778331.2844,3902496.2737,4085321.7748,49993.7233,15326.4447,10783.6286,0.4026,50116.2806,860586500,72192916,"./run_215538/iter_690641",32,500
4.0022e-07,10063.3993,682456.2762,554108.1568,3888802.8915,4017070.4287,50078.0423,17995.7075,10742.6543,0.403,50738.0186,1746816335,72227977,"./run_305232/iter_679926",32,500
4.4051e-07,10592.0426,649996.097,490010.2314,4115696.6041,4051702.2579,35066.6821,28588.2933,5768.1509,0.6701,70895.8347,1232594187,72230434,"./run_531040/iter_000013",32,500
4e-07,10000,554004.5776,713990.4432,4179690.9504,4200000,50000,15200,10810,0.4,50000,432577277,72332830,"./run_784195/iter_073747",32,500
4e-07,9999.9469,394019.991,489908.8074,3987719.966,3699742.5936,49999.7449,23315.6077,12495.0663,0.4,55590.5689,550516783,72424211,"./run_429007/iter_248236",32,500
4.0029e-07,10061.6811,682530.4002,554090.5673,3888764.0309,4017211.9199,50074.9604,18009.3518,10744.3518,0.403,50741.8978,1958360021,72471522,"./run_305232/iter_206971",32,500
4e-07,10000,426015.8851,777984.7894,4200000,3795724.8729,50000,15200,10800,0.3999,50000,1895406638,72476824,"./run_216558/iter_496256",32,500
4e-07,10239.2534,426015.9391,777984.7241,4199999.9145,3795724.8492,50189.0053,15199.9977,10926.852,0.4006,50188.0365,12200883,72491302,"./run_216558/iter_765098",32,500
4e-07,12221.1765,393918.6227,681992.5968,4147692.7477,3987707.2065,49999.8986,15199.9692,12023.0246,0.4,51899.4333,1297690342,72492902,"./run_482019/iter_312033",32,500
4e-07,11094.1752,394018.6676,681992.9354,4147693.2654,3987707.5611,49999.9496,15199.9847,11407.9811,0.4,50944.2325,1980297181,72530698,"./run_482019/iter_267721",32,500
4.0001e-07,9999.7723,394017.4814,489998.1652,3987881.144,3699830.5801,49998.9936,23312.101,12483.5736,0.4,55586.2097,737768729,72615423,"./run_429007/iter_806106",32,500
4.0577e-07,10337.1842,554004.323,745987.1222,4199999.3012,4200000,52186.8375,16901.067,13019.3024,0.4151,50444.6737,694613001,72632552,"./run_715859/iter_219522",32,500
4.0744e-07,10521.1081,586002.0326,522007.1545,3700734.0805,3891716.8403,50891.7079,16341.1385,11386.2008,0.4109,50827.1923,677233969,72683881,"./run_318027/iter_410947",32,500
4e-07,9999.9614,394020.1984,490009.6866,3987706.6501,3699735.3245,49999.8069,23325.8974,12495.1896,0.4,55590.929,514340916,72763460,"./run_429007/iter_991948",32,500
4.0029e-07,10061.6843,682430.448,554090.5998,3888764.1027,4017211.6585,50074.9661,18009.3266,10744.3486,0.4029,50741.8907,591097567,72768855,"./run_305232/iter_221310",32,500
4e-07,9999.9615,394020.1996,489909.6918,3987706.5716,3699735.2816,49999.8073,23315.8991,12495.1903,0.4,55590.9311,262864990,72784104,"./run_429007/iter_982433",32,500
4e-07,9989.9817,681993.4494,554004.2043,3891716.9564,4019704.39,49999.9085,17469.9913,10799.9802,0.4034,50518.1928,1385896950,72797075,"./run_305232/iter_841785",32,500
4.0052e-07,11593.5478,394238.2282,682910.4767,4155805.3901,3981268.3753,49947.8034,15322.4302,11615.0602,0.3999,51368.6284,1557938659,72802650,"./run_482019/iter_445801",32,500
4e-07,9999.9615,394020.1996,490009.6918,3987706.5716,3699735.2816,49999.8073,23325.8991,12495.1903,0.4,55590.9311,590083304,72807283,"./run_429007/iter_517234",32,500
4.0029e-07,10061.6811,682430.4002,554090.5673,3888764.0309,4017211.9199,50074.9604,18009.3518,10734.3518,0.403,50741.8978,1200567900,72913466,"./run_305232/iter_611872",32,500
4e-07,9999.9635,681993.6279,554103.8329,3891717.5177,4019703.6987,49999.8175,19728.7884,10799.9606,0.4067,51033.8301,1289365723,72919191,"./run_305232/iter_264802",32,500
3.3174e-07,11923.419,458013.0582,681993.2701,3891716.3923,3923713.5654,36908.5637,9984.5575,17213.6932,0.3785,107904.3304,843558851,72952231,"./run_307183/iter_000085",32,500
4e-07,10494.7305,394018.6921,681993.1201,4146693.5479,3987707.7546,49999.9774,15199.9931,11072.4086,0.4,50423.0675,336837582,72982495,"./run_482019/iter_314398",32,500
4e-07,9999.9817,681993.4494,554004.2043,3891716.9564,4019704.39,49999.9085,17469.9913,10809.9802,0.4034,50518.1928,824524271,73032461,"./run_305232/iter_829987",32,500
4.0078e-07,10097.9469,682976.5503,554461.8171,3889584.2365,4015225.549,50140.0072,17721.3693,10708.5238,0.4021,50660.0209,1784731675,73054187,"./run_305232/iter_425914",32,500
4.3044e-07,10202.0487,681841.8603,350000,3992275.5456,4042122.7128,50064.0505,14931.7388,14842.3035,0.4628,55855.7946,909621238,73080691,"./run_120723/iter_684312",32,500
4e-07,9999.9222,681994.0323,554002.9909,3891718.79,4019702.1316,49999.6111,24848.7174,10799.916,0.4143,52202.6056,439567108,73090857,"./run_305232/iter_997604",32,500
4e-07,9999.9615,394020.1996,490009.6918,3988706.5716,3699735.2816,49999.8073,23315.8991,12495.1903,0.4,55590.9311,435365101,73141686,"./run_429007/iter_719565",32,500
4e-07,9999.9614,394020.1984,490009.6866,3987706.6501,3699735.3245,49999.8069,23315.8974,12485.1896,0.4,55590.929,383391511,73193270,"./run_429007/iter_690115",32,500
4e-07,12799.8211,426016.5172,777984.0252,4199999,3795724.5949,52211.8013,15199.9729,12284.4639,0.408,52200.4644,1012559252,73209140,"./run_216558/iter_313517",32,500
4.0029e-07,10061.6811,682430.4002,554090.5673,3888764.0309,4017211.9199,50074.9604,18009.3518,10744.3518,0.403,50741.8978,1841275401,73278397,"./run_305232/iter_090388",32,500
4e-07,9999.9615,394020.1996,490009.6918,3987706.5716,3699735.2816,49999.8073,23305.8991,12495.1903,0.4,55590.9311,779005696,73316703,"./run_429007/iter_618357",32,500
4e-07,10000,554004.5776,746087.6163,4200000,4200000,50000,15200,10800,0.4,50000,1518691844,73323313,"./run_715859/iter_517889",32,500
4e-07,10000,554004.5776,713990.4432,4180690.9504,4200000,50000,15200,10800,0.4,50000,1739781899,73377899,"./run_784195/iter_542052",32,500
5.501e-07,2887.1302,554004.5776,554004.5776,4019705.0848,4211688.1235,55327.875,22506.1509,3177.784,0.1391,135927.9978,1241194974,73417918,"./run_312097/iter_000072",32,500
4e-07,10000,554004.5776,745987.6163,4200000,4200000,50000,15200,10800,0.3999,50000,387236105,73419424,"./run_715859/iter_041128",32,500
4.0029e-07,10061.6811,682430.4002,554090.5673,3888764.031,4017211.9199,50074.9604,18009.3518,10754.3518,0.403,50741.8978,1812915578,73582558,"./run_305232/iter_671115",32,500
4e-07,10000,554004.5776,713990.4432,4179690.9504,4200000,50000,15200,10800,0.4,50010,258470442,73616554,"./run_784195/iter_194721",32,500
4e-07,10076.7658,426016.409,777984.5519,4200000,3795721.1913,50060.7186,15199.9252,10840.6584,0.4002,50060.3215,1044098522,73767089,"./run_216558/iter_452296",32,500
2.8209e-07,6375.6635,330024.3658,554004.5776,4019705.0848,4083699.431,65108.1883,4053.061,5993.7233,0.5392,80958.7948,1586031493,73770369,"./run_192210/iter_0057",32,NA
4e-07,9999.9635,681993.6279,554003.8329,3891717.5177,4020703.6987,49999.8175,19728.7884,10799.9606,0.4067,51033.8301,987737108,73854044,"./run_305232/iter_206588",32,500
7.5235e-08,2428.0366,681993.2701,586001.7507,3667736.1805,4211688.1235,189255.1118,1599.0675,4179.3108,1.3929,48780.7832,319518272,73899437,"./run_646859/iter_000099",32,500
4.0039e-07,9994.7483,393945.2957,489692.0582,3992517.1919,3702361.3823,49977.3848,23201.2365,12450.638,0.3997,55460.8259,932072829,73932344,"./run_429007/iter_887303",32,500
4e-07,10000,554004.5776,713990.4432,4179690.9504,4200000,50000,15210,10800,0.4,50000,28356485,73945036,"./run_784195/iter_633190",32,500
2.4119e-07,4558.1314,649996.097,458013.0582,3955710.7385,4019705.0848,73151.5056,17879.8917,4994.7241,0.3889,234450.198,1587310524,73954710,"./run_312097/iter_000044",32,500
4e-07,9999.9615,394020.1996,490109.6918,3987706.5716,3699735.2816,49999.8073,23315.8991,12495.1903,0.4,55590.9311,1726605631,73977365,"./run_429007/iter_953200",32,500
3.615e-07,5777.4418,362021.5389,554004.5776,4115696.6041,3795724.8729,22031.9654,3231.7358,10991.6321,0.3059,47008.9353,496253471,73986247,"./run_076420/iter_000077",32,500
4.003e-07,10061.8869,682433.4997,554092.6742,3888768.6857,4017194.9719,50075.3296,18007.7174,10744.1484,0.403,50741.4332,264879105,74015833,"./run_305232/iter_689315",32,500
4.0029e-07,10061.6843,682430.448,554090.5998,3888764.1027,4017211.6585,50074.9661,18009.3266,10734.3486,0.403,50741.8907,1561618858,74016720,"./run_305232/iter_996368",32,500
2.8421e-07,4031.6361,617998.9238,586001.7507,3763727.6998,4211688.1235,51338.1773,10106.9392,4332.0849,0.4916,132052.0255,742357700,74045835,"./run_192210/iter_0077",32,NA
4e-07,10077.0629,426015.9061,777984.7669,4199999.9725,3795724.8396,50070.8786,15199.9987,10840.8584,0.4002,50060.566,1791517841,74112559,"./run_216558/iter_235370",32,500
6.4585e-07,6156.4639,394018.712,522007.4045,3891716.3923,4019705.0848,64160.0801,9578.0339,9192.0724,0.3441,71508.3237,1047323331,74144357,"./run_324098/iter_000006",32,500
3.9998e-07,10065.0861,426036.1786,777976.1018,4198999.9816,3795577.783,50054.4269,15197.0366,10832.7948,0.4002,50050.7127,95296746,74146473,"./run_216558/iter_125262",32,500
4e-07,9999.9222,681994.0323,554002.9909,3892718.79,4019702.1316,49999.6111,24848.7174,10799.916,0.4143,52202.6056,181239763,74198651,"./run_305232/iter_692724",32,500
4e-07,10009.9615,394020.1996,490009.6918,3987706.5716,3699735.2816,49999.8073,23315.8991,12495.1903,0.4,55590.9311,1401030598,74216088,"./run_429007/iter_623274",32,500
4e-07,10077.065,426015.9025,777984.7684,4199999.9725,3795724.8653,50060.8798,15199.9993,10840.8598,0.4002,50050.5677,751237818,74218786,"./run_216558/iter_542221",32,500
4.3044e-07,10202.0487,681841.8603,350000,3992275.5456,4042122.7128,50074.0505,14931.7388,14842.3035,0.4628,55855.7946,1834247773,74296426,"./run_120723/iter_540963",32,500
4e-07,9999.9615,394020.1996,490009.6918,3987706.5716,3699735.2816,49999.8073,23315.8991,12505.1903,0.4,55590.9311,1180015634,74302156,"./run_429007/iter_175344",32,500
4e-07,9999.9614,394020.1984,490009.6866,3987706.6501,3699735.3245,49999.8069,23315.8974,12495.1896,0.4001,55590.929,418354843,74360039,"./run_429007/iter_378743",32,500
4e-07,10494.7305,394018.6921,681993.1201,4147693.5479,3987707.7546,49999.9774,15199.9931,11072.4086,0.4,50413.0675,324828826,74365121,"./run_482019/iter_087107",32,500
4e-07,11019.4783,426016.1153,777984.5112,4199999.6359,3796724.7717,50805.3669,15199.9901,11340.5269,0.4029,50801.2389,1382238694,74393750,"./run_216558/iter_838193",32,500
3.999e-07,10076.7658,426016.409,777984.5519,4199999.9727,3795721.1913,50060.7186,15199.9252,10840.6584,0.4002,50060.3215,146294348,74416667,"./run_216558/iter_879649",32,500
4e-07,10000,554004.5776,745987.6163,4200000,4200000,50000,15200,10800,0.3999,50000,747562825,74495241,"./run_715859/iter_626113",32,500
3.9991e-07,9999.7723,394017.4814,489998.1652,3987881.144,3699830.5801,49998.9936,23312.101,12493.5736,0.4,55586.2097,904951347,74541266,"./run_429007/iter_576680",32,500
4e-07,10076.7658,426016.409,777984.5519,4199999.9727,3795721.1913,50060.7186,15199.9252,10850.6584,0.4002,50060.3215,754743420,74555226,"./run_216558/iter_992734",32,500
4.611e-07,11942.5659,745987.6163,362021.5389,3763727.6998,4179690.9504,45447.4444,12033.1171,5534.5867,0.8176,59710.9873,1565713413,74559931,"./run_531040/iter_000023",32,500
3.9998e-07,10065.0861,426036.1786,778076.1018,4199999.9816,3795577.783,50054.4269,15197.0366,10832.7948,0.4002,50050.7127,1698357486,74654177,"./run_216558/iter_809926",32,500
4.0029e-07,10061.6811,682430.4002,554090.5673,3888764.0309,4017211.9199,50074.9604,17999.3518,10744.3518,0.403,50741.8978,887288108,74666464,"./run_305232/iter_102989",32,500
4e-07,10494.7305,394018.6921,681993.1201,4147693.5479,3988707.7546,49999.9774,15199.9931,11072.4086,0.4,50423.0675,1240626203,74710115,"./run_482019/iter_195307",32,500
4.0063e-07,10044.4758,586001.7748,522007.3831,3699733.4156,3891716.4305,50076.106,15297.3946,10840.0314,0.4009,50070.5997,95095955,74788202,"./run_318027/iter_685693",32,500
4e-07,9999.9469,394019.991,490108.8074,3987719.966,3699742.5936,49999.7449,23315.6077,12495.0663,0.4,55590.5689,1982429819,74894959,"./run_429007/iter_689106",32,500
2.1492e-07,5696.2366,809981.9626,554004.5776,4019705.0848,3987707.9117,63786.7463,16935.9928,14573.728,0.522,52943.527,1491589590,74895348,"./run_847271/iter_000003",32,500
4e-07,9999.9817,681993.4494,554004.2043,3891716.9564,4019704.39,49999.9085,17469.9913,10799.9802,0.4034,50508.1928,70671738,74923904,"./run_305232/iter_252255",32,500
4e-07,10000,554004.5776,713990.4432,4178690.9504,4200000,50000,15200,10800,0.4,50000,1598804410,75011209,"./run_784195/iter_985439",32,500
4e-07,9999.9615,394020.1996,490109.6918,3987706.5716,3699735.2816,49999.8073,23315.8991,12495.1903,0.4,55590.9311,1067386753,75079410,"./run_429007/iter_635453",32,500
4.0019e-07,10061.6811,682430.4002,554090.5673,3888764.0309,4017211.9199,50074.9604,18009.3518,10744.3518,0.403,50741.8978,1727393210,75111810,"./run_305232/iter_069393",32,500
4e-07,10074.8667,426019.6235,777983.1779,4199999.9742,3795697.8735,50059.6956,15199.4556,10839.3798,0.4003,50058.7592,314891272,75221843,"./run_216558/iter_196193",32,500
4.0063e-07,10044.7796,586000.9784,522007.3302,3699715.6055,3892781.7542,50075.7249,15296.9869,10852.1907,0.4009,50070.3912,1609595838,75269611,"./run_318027/iter_441717",32,500
4e-07,11019.4783,426016.1153,777984.5112,4199999.6359,3795724.7717,50805.3669,15199.9901,11340.5269,0.4029,50791.2389,1580196700,75303585,"./run_216558/iter_317096",32,500
4.1963e-07,8818.8811,490010.2314,617998.9238,4083699.431,3923713.5654,43155.4988,13851.0373,7061.3175,0.4194,61646.7107,273217551,75318578,"./run_324098/iter_000002",32,500
4e-07,10000,426115.8851,777984.7894,4200000,3795724.8729,50000,15200,10800,0.4,50000,1129418784,75364981,"./run_216558/iter_646103",32,500
4e-07,12799.8211,426016.5172,777984.0252,4199999,3795724.5949,52201.8013,15199.9729,12284.4639,0.4079,52200.4644,1987917521,75385495,"./run_216558/iter_799395",32,500
4.0029e-07,10061.6811,682430.4002,554090.5673,3887764.0309,4017211.9199,50074.9604,18009.3518,10744.3518,0.403,50741.8978,56348697,75388374,"./run_305232/iter_823229",32,500
5.4501e-07,6405.3581,362021.5389,713990.4432,4147693.7773,3987707.9117,64257.406,17803.8467,4155.943,0.738,44221.1211,61844324,75392847,"./run_324098/iter_000085",32,500
4e-07,10009.9615,394020.1996,490009.6918,3987706.5716,3699735.2816,49999.8073,23315.8991,12495.1903,0.4,55590.9311,701540684,75456227,"./run_429007/iter_771980",32,500
4.0008e-07,10065.0861,426036.1786,777976.1018,4199999.9816,3795577.783,50054.4269,15197.0366,10832.7948,0.4002,50050.7127,1834727670,75562021,"./run_216558/iter_473598",32,500
4.0032e-07,10053.3993,682456.2762,554108.1568,3888802.8915,4017070.4287,50078.0423,17995.7075,10742.6543,0.403,50738.0186,1889292928,75564939,"./run_305232/iter_380221",32,500
3.999e-07,10000,394018.712,681993.2701,4147693.7773,3987707.9117,50000,15200,10800,0.4,50000,1308095678,75568842,"./run_482019/iter_806779",32,500
4.0029e-07,10061.6811,682430.4002,554090.5673,3887764.0309,4017211.9199,50074.9604,18009.3518,10744.3518,0.403,50741.8978,1877184149,75704579,"./run_305232/iter_836711",32,500
6.0734e-07,4473.9032,458013.0582,522007.4045,3763727.6998,3923713.5654,50737.413,18653.808,8754.4648,0.6016,46135.2756,463292442,75706298,"./run_538462/iter_000009",32,500
4.0029e-07,10051.6811,682430.4002,554090.5673,3888764.0309,4017211.9199,50074.9604,18009.3518,10744.3518,0.403,50741.8978,530101296,75709933,"./run_305232/iter_257685",32,500
4e-07,10000,426015.8851,777984.7894,4200000,3795724.8729,50000,15200,10800,0.4,50000,599256791,75719027,"./run_216558/iter_273939",32,500
4e-07,10076.7658,426016.409,777984.5519,4199999.9727,3795721.1913,50050.7186,15199.9252,10840.6584,0.4002,50060.3215,731001152,75858053,"./run_216558/iter_580783",32,500
4e-07,9999.9615,394020.1996,490009.6918,3987706.5716,3699735.2816,49989.8073,23315.8991,12495.1903,0.4,55590.9311,309663275,75906288,"./run_429007/iter_642758",32,500
4.0046e-07,10026.0752,554004.5573,745987.5769,4199999.9443,4200000,50174.2818,15335.5679,10976.8691,0.4012,50035.4386,1042871801,75935311,"./run_715859/iter_320613",32,500
5.1831e-07,8269.9595,713990.4432,586001.7507,3827722.0461,4211688.1235,38533.0164,10400.366,11683.3508,0.2629,50411.8643,898877051,75986727,"./run_209052/iter_000044",32,500
4e-07,10074.8667,426019.6235,777983.1779,4199999.9742,3795697.8735,50059.6956,15189.4556,10839.3798,0.4002,50058.7592,190200343,76044761,"./run_216558/iter_062723",32,500
4.0039e-07,9994.7483,393945.2957,489692.0582,3992517.1919,3702361.3823,49977.3848,23211.2365,12450.638,0.3997,55450.8259,896183912,76072054,"./run_429007/iter_996776",32,500
4.0063e-07,10044.7796,586000.9784,522007.3302,3699715.6055,3891781.7542,50075.7249,15296.9869,10852.1907,0.4009,50080.3912,1999754711,76123978,"./run_318027/iter_343691",32,500
3.8842e-07,5691.5061,330024.3658,713990.4432,4019705.0848,4179690.9504,20107.8553,5265.8442,5164.9479,0.6398,41078.4241,1862611325,76194192,"./run_076420/iter_000019",32,500
4e-07,9999.9615,394020.1996,490009.6918,3986706.5716,3699735.2816,49999.8073,23315.8991,12495.1903,0.4,55590.9311,109301391,76230074,"./run_429007/iter_953685",32,500
4e-07,10000,554004.5776,745987.6163,4200000,4200000,49990,15200,10800,0.4,50000,248633616,76370479,"./run_715859/iter_330332",32,500
4.0001e-07,9999.7723,394017.4814,489998.1652,3987881.144,3699830.5801,50008.9936,23312.101,12493.5736,0.4,55586.2097,760909083,76402885,"./run_429007/iter_855612",32,500
3.1033e-07,7323.1281,777984.7894,522007.4045,3987707.9117,4211688.1235,24288.0647,5986.5014,9420.6478,0.2312,28413.2267,1365845789,76451133,"./run_076420/iter_000021",32,500
4.0078e-07,10097.9469,682976.5503,554461.8171,3889584.2365,4014225.549,50140.0072,17721.3693,10708.5238,0.4022,50660.0209,1424068923,76500955,"./run_305232/iter_302492",32,500
4.0029e-07,10061.6811,682430.4002,554090.5673,3888764.0309,4017211.9199,50074.9604,18019.3518,10744.3518,0.403,50741.8978,127151115,76506293,"./run_305232/iter_608815",32,500
4e-07,9999.9817,681993.4494,554004.2043,3891716.9564,4019704.39,49999.9085,17469.9913,10799.9802,0.4035,50518.1928,1649003230,76532045,"./run_305232/iter_959939",32,500
4.7894e-07,481.8817,554004.5776,586001.7507,3955710.7385,3987707.9117,62175.8364,6734.0923,11534.9988,0.4768,64298.3088,1540135410,76539743,"./run_748347/iter_0041",32,NA
4e-07,11019.4783,426016.1153,777884.5112,4199999.6359,3795724.7717,50805.3669,15199.9901,11340.5269,0.4029,50801.2389,1637575417,76576481,"./run_216558/iter_509315",32,500
4e-07,10074.8667,426019.6235,777983.1779,4199999.9742,3796697.8735,50059.6956,15199.4556,10839.3798,0.4002,50058.7592,803287345,76586807,"./run_216558/iter_468256",32,500
4e-07,10537.806,426016.0065,778084.6426,4199999.8079,3795724.8195,50424.8557,15199.9948,11085.1445,0.4015,50422.6781,453624686,76604397,"./run_216558/iter_599790",32,500
4.0577e-07,10327.1842,553904.323,745987.1222,4199999.3012,4200000,52186.8375,16901.067,13019.3024,0.4151,50444.6737,1317952784,76612149,"./run_715859/iter_582412",32,500
4e-07,11019.4783,426016.1153,777984.5112,4199999.6359,3795724.7717,50805.3669,15199.9901,11350.5269,0.4029,50801.2389,823126859,76681708,"./run_216558/iter_868822",32,500
4.0001e-07,9999.7723,393917.4814,489998.1652,3987881.144,3699830.5801,49998.9936,23312.101,12493.5736,0.4,55586.2097,887685755,76730971,"./run_429007/iter_508334",32,500
